Year,Team,Player,Salary,Percent_team_salary
1997.0,BOS,Roy Rogers,763080.0,0.028472603123076062
1997.0,BOS,John Thomas,640440.0,0.02389656909386019
1997.0,BOS,Bruce Bowen,422500.0,0.015764631256879536
1997.0,BOS,Tyus Edney,400000.0,0.014925094681069383
1997.0,BOS,Scott Brooks,50000.0,0.0018656368351336729
1998.0,BOS,Kenny Anderson,5845000.0,0.1811905543085595
1998.0,BOS,Dana Barros,3500000.0,0.10849733790931705
1998.0,BOS,Greg Minor,2520000.0,0.07811808329470828
1998.0,BOS,Dino Radja,2500000.0,0.07749809850665504
1998.0,BOS,Pervis Ellison,2420000.0,0.07501815935444207
1998.0,BOS,Popeye Jones,2381000.0,0.07380918901773827
1998.0,BOS,Tony Battie,2238000.0,0.0693762977831576
1998.0,BOS,Antoine Walker,2107000.0,0.06531539742140886
1998.0,BOS,Ron Mercer,2033000.0,0.06302145370561188
1998.0,BOS,Vitaly Potapenko,1339000.0,0.04150798156016444
1998.0,BOS,Paul Pierce,1165000.0,0.03611411390410125
1998.0,BOS,Walter McCarty,975000.0,0.030224258417595466
1998.0,BOS,Dontae' Jones,953856.0,0.02956881049966558
1998.0,BOS,Dwayne Schintzius,662500.0,0.020536996104263586
1998.0,BOS,Eric Riley,537500.0,0.016662091178930832
1998.0,BOS,Bruce Bowen,507000.0,0.01571661437714964
1998.0,BOS,Damon Jones,287500.0,0.00891228132826533
1998.0,BOS,Marlon Garnett,287500.0,0.00891228132826533
1999.0,BOS,Antoine Walker,9000000.0,0.1950041032113384
1999.0,BOS,Kenny Anderson,6680000.0,0.14473637882797116
1999.0,BOS,Vitaly Potapenko,3810000.0,0.08255173702613326
1999.0,BOS,Dana Barros,3500000.0,0.07583492902663161
1999.0,BOS,Eric Williams,3336000.0,0.07228152092366943
1999.0,BOS,Greg Minor,2880000.0,0.06240131302762829
1999.0,BOS,Pervis Ellison,2750000.0,0.059584587092353404
1999.0,BOS,Tony Battie,2530920.0,0.054837753877737844
1999.0,BOS,Walter McCarty,2500000.0,0.054167806447594
1999.0,BOS,Dino Radja,2270500.0,0.04919520181570487
1999.0,BOS,Calbert Cheaney,2000000.0,0.0433342451580752
1999.0,BOS,Danny Fortson,1678800.0,0.036374765385688325
1999.0,BOS,Paul Pierce,1503960.0,0.03258648567396939
1999.0,BOS,Eric Washington,550000.0,0.01191691741847068
1999.0,BOS,Doug Overton,492000.0,0.010660224308886499
1999.0,BOS,Adrian Griffin,385000.0,0.008341842192929477
1999.0,BOS,Marty Conlon,229059.0,0.004963049430831774
1999.0,BOS,Wayne Turner,30000.0,0.000650013677371128
1999.0,BOS,Jamel Thomas,26636.0,0.0005771254770152455
2000.0,BOS,Antoine Walker,10130000.0,0.19678038921995458
2000.0,BOS,Kenny Anderson,7520000.0,0.146079815097143
2000.0,BOS,Bryant Stith,5920000.0,0.1149990033743466
2000.0,BOS,Vitaly Potapenko,4290000.0,0.0833354264317478
2000.0,BOS,Eric Williams,3890000.0,0.07556522350104869
2000.0,BOS,Greg Minor,3240000.0,0.06293864373866266
2000.0,BOS,Tony Battie,3200000.0,0.062161623445592756
2000.0,BOS,Walter McCarty,2670000.0,0.05186610456241646
2000.0,BOS,Randy Brown,2250000.0,0.043707391485182406
2000.0,BOS,John Williams,2100000.0,0.040793565386170245
2000.0,BOS,Paul Pierce,1608840.0,0.031252533207564825
2000.0,BOS,Jerome Moiso,1461960.0,0.02839931469141212
2000.0,BOS,Chris Carr,1200000.0,0.023310608792097284
2000.0,BOS,Doug Overton,548500.0,0.010654890768721134
2000.0,BOS,Adrian Griffin,498500.0,0.009683615402383747
2000.0,BOS,Mark Blount,316969.0,0.006157283631851904
2000.0,BOS,Milt Palacio,316969.0,0.006157283631851904
2000.0,BOS,Chris Herren,316969.0,0.006157283631851904
1996.0,ATL,Dikembe Mutombo,8013000.0,0.31050798067123664
1996.0,ATL,Christian Laettner,4500000.0,0.17437737589174654
1996.0,ATL,Steve Smith,4500000.0,0.17437737589174654
1996.0,ATL,Ken Norman,2869000.0,0.1111752647629824
1996.0,ATL,Mookie Blaylock,2800000.0,0.10850147833264229
1996.0,ATL,Alan Henderson,910000.0,0.035262980458108745
1996.0,ATL,Priest Lauderdale,548000.0,0.02123528933081713
1996.0,ATL,Jon Barry,247500.0,0.00959075567404606
1996.0,ATL,Eldridge Recasner,247500.0,0.00959075567404606
1996.0,ATL,Tyrone Corbin,247500.0,0.00959075567404606
1996.0,ATL,Donnie Boyce,247500.0,0.00959075567404606
1996.0,ATL,Ivano Newbill,247500.0,0.00959075567404606
1996.0,ATL,Willie Burton,247500.0,0.00959075567404606
1996.0,ATL,Henry James,181100.0,0.007017720616443399
1997.0,ATL,Dikembe Mutombo,9615187.0,0.3190828367070668
1997.0,ATL,Steve Smith,5400000.0,0.17920060402550264
1997.0,ATL,Christian Laettner,5050000.0,0.16758575006088672
1997.0,ATL,Ken Norman,3332000.0,0.11057340974314347
1997.0,ATL,Mookie Blaylock,3000000.0,0.09955589112527924
1997.0,ATL,Alan Henderson,1028400.0,0.034127759477745725
1997.0,ATL,Ed Gray,723840.0,0.024020845410707377
1997.0,ATL,Eldridge Recasner,326700.0,0.010841636543542909
1997.0,ATL,Tyrone Corbin,326700.0,0.010841636543542909
1997.0,ATL,Anthony Miller,272250.0,0.009034697119619092
1997.0,ATL,Chucky Brown,272250.0,0.009034697119619092
1997.0,ATL,Donald Whiteside,272250.0,0.009034697119619092
1997.0,ATL,Greg Anderson,272250.0,0.009034697119619092
1997.0,ATL,Chris Crawford,242000.0,0.008030841884105858
1998.0,ATL,Dikembe Mutombo,11218000.0,0.2739107907373323
1998.0,ATL,Steve Smith,6300000.0,0.15382759686621442
1998.0,ATL,Alan Henderson,4725000.0,0.11537069764966082
1998.0,ATL,Ken Norman,3775000.0,0.0921744727253904
1998.0,ATL,Mookie Blaylock,3600000.0,0.0879014839235511
1998.0,ATL,Grant Long,2977000.0,0.07268964378900324
1998.0,ATL,Tyrone Corbin,2400000.0,0.0586009892823674
1998.0,ATL,LaPhonso Ellis,1750000.0,0.0427298880183929
1998.0,ATL,Anthony Johnson,1000000.0,0.024417078867653083
1998.0,ATL,Mark West,1000000.0,0.024417078867653083
1998.0,ATL,Ed Gray,832440.0,0.020325753132589133
1998.0,ATL,Roshown McLeod,740000.0,0.018068638362063284
1998.0,ATL,Chris Crawford,350000.0,0.008545977603678579
1998.0,ATL,Jeffrey Sheppard,287500.0,0.007019910174450261
1999.0,ATL,Dikembe Mutombo,12820249.0,0.29025312705445755
1999.0,ATL,Isaiah Rider,5410000.0,0.12248353502062365
1999.0,ATL,Alan Henderson,5318437.0,0.12041052949066185
1999.0,ATL,Lorenzen Wright,4400000.0,0.09961692312213384
1999.0,ATL,Bimbo Coles,2300000.0,0.05207248254111541
1999.0,ATL,Chris Crawford,2000000.0,0.04528041960096992
1999.0,ATL,Jim Jackson,1925000.0,0.04358240386593355
1999.0,ATL,LaPhonso Ellis,1925000.0,0.04358240386593355
1999.0,ATL,Duane Ferrell,1625000.0,0.03679034092578806
1999.0,ATL,Jason Terry,1468920.0,0.03325665698012837
1999.0,ATL,Scot Pollard,1063680.0,0.024081938360579844
1999.0,ATL,Cal Bowdler,1025880.0,0.02322613843012151
1999.0,ATL,Roshown McLeod,914760.0,0.020710358317091625
1999.0,ATL,Dion Glover,893400.0,0.020226763435753265
1999.0,ATL,Efthimios Rentzias,658700.0,0.014913106195579444
1999.0,ATL,Jeffrey Sheppard,385000.0,0.008716480773186711
1999.0,ATL,Brandon Williams,35176.0,0.0007963920199418591
2000.0,ATL,Dikembe Mutombo,14400000.0,0.36643898336695285
2000.0,ATL,Alan Henderson,5910000.0,0.1503926660901869
2000.0,ATL,Lorenzen Wright,4950000.0,0.12596340053239002
2000.0,ATL,Jim Jackson,2330000.0,0.05929186328090279
2000.0,ATL,Chris Crawford,2200000.0,0.05598373356995113
2000.0,ATL,DerMarr Johnson,2107200.0,0.0536222378993641
2000.0,ATL,Jason Terry,1579080.0,0.040183088184381106
2000.0,ATL,Anthony Johnson,1200000.0,0.03053658194724607
2000.0,ATL,Cal Bowdler,1102800.0,0.028063118809519137
2000.0,ATL,Roshown McLeod,978600.0,0.02490258257797917
2000.0,ATL,Dion Glover,960480.0,0.024441480190575755
2000.0,ATL,Larry Robinson,611000.0,0.01554820964147279
2000.0,ATL,Matt Maloney,611000.0,0.01554820964147279
2000.0,ATL,Hanno Mottola,316969.0,0.008065958202697199
2000.0,ATL,Anthony Miller,40000.0,0.0010178860649082023
1996.0,BRK,Shawn Bradley,5130000.0,0.20175721488519896
1996.0,BRK,Kendall Gill,3800000.0,0.1494497888038511
1996.0,BRK,Robert Pack,2700000.0,0.10618800783431524
1996.0,BRK,Kevin Edwards,2280000.0,0.08966987328231064
1996.0,BRK,Jayson Williams,2250000.0,0.08849000652859604
1996.0,BRK,Reggie Williams,2048000.0,0.08054557038691763
1996.0,BRK,Khalid Reeves,1752000.0,0.06890421841693345
1996.0,BRK,Yinka Dare,1448000.0,0.05694823531262536
1996.0,BRK,Kerry Kittles,1356000.0,0.05332997726790054
1996.0,BRK,Ed O'Bannon,1303000.0,0.051245546003004724
1996.0,BRK,David Benoit,508000.0,0.01997907702956746
1996.0,BRK,Xavier McDaniel,254000.0,0.00998953851478373
1996.0,BRK,Tony Massenburg,247500.0,0.009733900718145564
1996.0,BRK,Lloyd Daniels,184100.0,0.00724044897862868
1996.0,BRK,Robert Werdann,166000.0,0.006528596037220863
1997.0,BRK,Kendall Gill,4400000.0,0.15436122920232395
1997.0,BRK,Chris Gatling,3656400.0,0.1282741814671312
1997.0,BRK,Keith Van Horn,2655360.0,0.09315559853970068
1997.0,BRK,Kevin Edwards,2640000.0,0.09261673752139438
1997.0,BRK,Jayson Williams,2500000.0,0.0877052438649568
1997.0,BRK,Sam Cassell,2500000.0,0.0877052438649568
1997.0,BRK,Don MacLean,2120000.0,0.07437404679748337
1997.0,BRK,Michael Cage,2055421.0,0.07210848002006134
1997.0,BRK,Kerry Kittles,1559040.0,0.0546943933580889
1997.0,BRK,Yinka Dare,1552500.0,0.05446495644013817
1997.0,BRK,Lucious Harris,1440000.0,0.05051822046621512
1997.0,BRK,David Benoit,609096.0,0.02136836528686789
1997.0,BRK,Sherman Douglas,272250.0,0.009551101056893795
1997.0,BRK,Jack Haley,272250.0,0.009551101056893795
1997.0,BRK,Steve Henson,272250.0,0.009551101056893795
1998.0,BRK,Jayson Williams,11000000.0,0.2515148050760261
1998.0,BRK,Kendall Gill,5000000.0,0.11432491139819366
1998.0,BRK,Rony Seikaly,4252000.0,0.0972219046530239
1998.0,BRK,Jim McIlvaine,4200000.0,0.09603292557448267
1998.0,BRK,Keith Van Horn,3054000.0,0.06982965588201669
1998.0,BRK,Stephon Marbury,2562000.0,0.058580084600434436
1998.0,BRK,Michael Cage,2350000.0,0.05373270835715102
1998.0,BRK,Elliot Perry,2000000.0,0.04572996455927747
1998.0,BRK,Kerry Kittles,1762000.0,0.04028809877672345
1998.0,BRK,Eric Murdock,1750000.0,0.040013718989367786
1998.0,BRK,Lucious Harris,1680000.0,0.03841317022979307
1998.0,BRK,Chris Carr,1000000.0,0.022864982279638735
1998.0,BRK,Scott Burrell,1000000.0,0.022864982279638735
1998.0,BRK,Gheorghe Muresan,475000.0,0.010860866582828399
1998.0,BRK,David Vaughn,450000.0,0.01028924202583743
1998.0,BRK,Jamie Feick,425000.0,0.009717617468846461
1998.0,BRK,Mark Hendrickson,425000.0,0.009717617468846461
1998.0,BRK,William Cunningham,350000.0,0.008002743797873557
1999.0,BRK,Jayson Williams,12375000.0,0.23241417705069733
1999.0,BRK,Stephon Marbury,9000000.0,0.16902849240050716
1999.0,BRK,Kerry Kittles,7166666.0,0.13459674994644144
1999.0,BRK,Kendall Gill,5600000.0,0.10517328416031556
1999.0,BRK,Jim McIlvaine,4800000.0,0.09014852928027048
1999.0,BRK,Keith Van Horn,3451920.0,0.06483031483190652
1999.0,BRK,Elliot Perry,2000000.0,0.0375618872001127
1999.0,BRK,Jamie Feick,2000000.0,0.0375618872001127
1999.0,BRK,Lucious Harris,1920000.0,0.03605941171210819
1999.0,BRK,Johnny Newman,1100000.0,0.020659037960061986
1999.0,BRK,Sherman Douglas,1000000.0,0.01878094360005635
1999.0,BRK,Scott Burrell,1000000.0,0.01878094360005635
1999.0,BRK,Gheorghe Muresan,510000.0,0.00957828123602874
1999.0,BRK,Jack Haley,510000.0,0.00957828123602874
1999.0,BRK,Michael Cage,510000.0,0.00957828123602874
1999.0,BRK,Evan Eschmeyer,301875.0,0.005669497349267011
2000.0,BRK,Jayson Williams,13800000.0,0.20006501243056113
2000.0,BRK,Stephon Marbury,10130000.0,0.14685931709576697
2000.0,BRK,Keith Van Horn,9000000.0,0.13047718201993116
2000.0,BRK,Kerry Kittles,7770000.0,0.11264530047720725
2000.0,BRK,Kendall Gill,7000000.0,0.10148225268216869
2000.0,BRK,Jim McIlvaine,5400000.0,0.0782863092119587
2000.0,BRK,Kenyon Martin,3536640.0,0.051272313446552156
2000.0,BRK,Aaron Williams,2250000.0,0.03261929550498279
2000.0,BRK,Jamie Feick,2200000.0,0.03189442227153873
2000.0,BRK,Lucious Harris,2160000.0,0.031314523684783484
2000.0,BRK,Johnny Newman,2000000.0,0.028994929337762484
2000.0,BRK,Sherman Douglas,1100000.0,0.015947211135769364
2000.0,BRK,Elliot Perry,1050000.0,0.015222337902325304
2000.0,BRK,Kevin Ollie,523500.0,0.00758942275415933
2000.0,BRK,Evan Eschmeyer,423500.0,0.006139676287271206
2000.0,BRK,Soumaila Samake,316969.0,0.004595246878630618
2000.0,BRK,Stephen Jackson,316969.0,0.004595246878630618
1996.0,CHI,Michael Jordan,30140000.0,0.5172472970653853
1996.0,CHI,Dennis Rodman,9000000.0,0.15445340655568904
1996.0,CHI,Toni Kukoc,3960000.0,0.06795949888450317
1996.0,CHI,Ron Harper,3840000.0,0.06590012013042731
1996.0,CHI,Luc Longley,2790000.0,0.0478805560322636
1996.0,CHI,Scottie Pippen,2250000.0,0.03861335163892226
1996.0,CHI,Randy Brown,1300000.0,0.022309936502488414
1996.0,CHI,Dickey Simpkins,1040000.0,0.01784794920199073
1996.0,CHI,Bill Wennington,1000000.0,0.01716148961729878
1996.0,CHI,Robert Parish,1000000.0,0.01716148961729878
1996.0,CHI,Steve Kerr,750000.0,0.012871117212974086
1996.0,CHI,Jason Caffey,700000.0,0.012013042732109147
1996.0,CHI,Jud Buechler,500000.0,0.00858074480864939
1997.0,CHI,Michael Jordan,33140000.0,0.5403495510484395
1997.0,CHI,Ron Harper,4560000.0,0.07435105470069053
1997.0,CHI,Toni Kukoc,4560000.0,0.07435105470069053
1997.0,CHI,Dennis Rodman,4500000.0,0.07337275134936566
1997.0,CHI,Luc Longley,3184900.0,0.05192997239390993
1997.0,CHI,Scottie Pippen,2775000.0,0.045246529998775493
1997.0,CHI,Bill Wennington,1800000.0,0.029349100539746265
1997.0,CHI,Scott Burrell,1430000.0,0.023316229873242864
1997.0,CHI,Randy Brown,1260000.0,0.020544370377822384
1997.0,CHI,Robert Parish,1150000.0,0.01875081423372678
1997.0,CHI,Jason Caffey,850920.0,0.013874298128489384
1997.0,CHI,Steve Kerr,750000.0,0.012228791891560944
1997.0,CHI,Keith Booth,597600.0,0.009743901379195759
1997.0,CHI,Jud Buechler,500000.0,0.008152527927707296
1997.0,CHI,Joe Kleine,272250.0,0.004439051456636622
1998.0,CHI,Ron Harper,5280000.0,0.1843543234231246
1998.0,CHI,Toni Kukoc,4610000.0,0.16096087707965992
1998.0,CHI,Brent Barry,3600000.0,0.12569612960667587
1998.0,CHI,Andrew Lang,3068000.0,0.10712103489813377
1998.0,CHI,Chuck Person,2860000.0,0.09985859185419249
1998.0,CHI,Mark Bryant,2050000.0,0.07157696269269043
1998.0,CHI,Randy Brown,1320000.0,0.04608858085578115
1998.0,CHI,Bill Wennington,1000000.0,0.03491559155740996
1998.0,CHI,Roy Rogers,862560.0,0.030116792653759536
1998.0,CHI,Martin Muursepp,763200.0,0.026647579476615283
1998.0,CHI,Keith Booth,687240.0,0.023995391141914423
1998.0,CHI,Corey Benjamin,540000.0,0.01885441944100138
1998.0,CHI,Jeff Sanders,475000.0,0.016584905989769732
1998.0,CHI,Rusty Larue,350000.0,0.012220457045093487
1998.0,CHI,Bubba Wells,312000.0,0.010893664565911908
1998.0,CHI,Kornel David,287500.0,0.010038232572755363
1998.0,CHI,Charles Jones,287500.0,0.010038232572755363
1998.0,CHI,Cory Carr,287500.0,0.010038232572755363
1998.0,CHI,Dickey Simpkins,0.0,0.0
1999.0,CHI,Will Perdue,5300000.0,0.1960612551590005
1999.0,CHI,Hersey Hawkins,4164100.0,0.1540412589825649
1999.0,CHI,John Starks,4000000.0,0.1479707586105664
1999.0,CHI,Elton Brand,3375960.0,0.12488584055973195
1999.0,CHI,Dickey Simpkins,1500000.0,0.055489034478962404
1999.0,CHI,Randy Brown,1200000.0,0.04439122758316993
1999.0,CHI,Chris Anstey,1113720.0,0.041199498319940006
1999.0,CHI,Metta World Peace,1079760.0,0.0399432265793363
1999.0,CHI,Fred Hoiberg,800000.0,0.02959415172211328
1999.0,CHI,Keith Booth,776880.0,0.028738880737344208
1999.0,CHI,Corey Benjamin,696000.0,0.025746911998238555
1999.0,CHI,Matt Maloney,600000.0,0.022195613791584964
1999.0,CHI,Bruce Bowen,510000.0,0.018866271722847217
1999.0,CHI,BJ Armstrong,510000.0,0.018866271722847217
1999.0,CHI,James Cotton,460000.0,0.017016637240215137
1999.0,CHI,Michael Ruffin,401875.0,0.014866437154155344
1999.0,CHI,Kornel David,175882.0,0.006506348241485911
1999.0,CHI,Dedric Willoughby,134956.0,0.0049923854247619
1999.0,CHI,Lari Ketner,92338.0,0.0034158309771456204
1999.0,CHI,Rusty Larue,40588.0,0.0015014592876214175
1999.0,CHI,Khalid Reeves,30309.0,0.0011212114306819144
1999.0,CHI,Chris Carr,30000.0,0.0011097806895792482
1999.0,CHI,Maceo Baston,20000.0,0.0007398537930528321
1999.0,CHI,Brett Robisch,20000.0,0.0007398537930528321
2000.0,CHI,Ron Mercer,5520000.0,0.1859092445628366
2000.0,CHI,Brad Miller,4000000.0,0.1347168438861135
2000.0,CHI,Elton Brand,3629160.0,0.1222272452894319
2000.0,CHI,Hersey Hawkins,3560000.0,0.11989799105864099
2000.0,CHI,Marcus Fizer,2562000.0,0.08628613850905568
2000.0,CHI,Dragan Tarlac,2500000.0,0.08419802742882092
2000.0,CHI,Jamal Crawford,1762320.0,0.05935354707934388
2000.0,CHI,Bryce Drew,1182600.0,0.03982903489492945
2000.0,CHI,Metta World Peace,1160760.0,0.03909348092731127
2000.0,CHI,Fred Hoiberg,880000.0,0.029637705654944967
2000.0,CHI,Dalibor Bagaric,795000.0,0.026774972722365054
2000.0,CHI,Corey Benjamin,749160.0,0.02523111769143019
2000.0,CHI,Michael Ruffin,440000.0,0.014818852827472483
2000.0,CHI,AJ Guyton,316969.0,0.010675265822434376
2000.0,CHI,Jake Voskuhl,316969.0,0.010675265822434376
2000.0,CHI,Khalid El-Amin,316969.0,0.010675265822434376
1996.0,CHO,Vlade Divac,4718000.0,0.22492908393125313
1996.0,CHO,Glen Rice,4002000.0,0.19079402159662465
1996.0,CHO,Anthony Mason,2777000.0,0.13239255321684823
1996.0,CHO,Dell Curry,1830000.0,0.08724464255917617
1996.0,CHO,Muggsy Bogues,1575000.0,0.07508760220256966
1996.0,CHO,Matt Geiger,1562000.0,0.07446783151772306
1996.0,CHO,Scott Burrell,1235000.0,0.05887821506042764
1996.0,CHO,Tony Delk,870000.0,0.04147696121665753
1996.0,CHO,George Zidek,694000.0,0.033086219637195775
1996.0,CHO,Brad Lohaus,485000.0,0.023122214011584943
1996.0,CHO,Rafael Addison,290000.0,0.013825653738885843
1996.0,CHO,Anthony Goldwire,250000.0,0.0119186670162809
1996.0,CHO,Tony Smith,247500.0,0.01179948034611809
1996.0,CHO,Malik Rose,220000.0,0.01048842697432719
1996.0,CHO,Carlos Strong,220000.0,0.01048842697432719
1997.0,CHO,Vlade Divac,4833333.0,0.17897247550017842
1997.0,CHO,Glen Rice,4702000.0,0.1741093733458545
1997.0,CHO,Dell Curry,3660000.0,0.1355253735529195
1997.0,CHO,Anthony Mason,3471500.0,0.12854544652703825
1997.0,CHO,Bobby Phills,2900000.0,0.10738349270586517
1997.0,CHO,David Wesley,1800000.0,0.06665182305881287
1997.0,CHO,Muggsy Bogues,1800000.0,0.06665182305881287
1997.0,CHO,Matt Geiger,1402000.0,0.05191436440469758
1997.0,CHO,Tony Delk,1000680.0,0.03705397016582936
1997.0,CHO,J.R. Reid,650000.0,0.02406871388234909
1997.0,CHO,Corey Beck,272250.0,0.010081088237645445
1997.0,CHO,Tony Farmer,272250.0,0.010081088237645445
1997.0,CHO,Travis Williams,242000.0,0.008960967322351507
1998.0,CHO,Elden Campbell,7000000.0,0.22986995928017864
1998.0,CHO,Derrick Coleman,6667000.0,0.21893471693156444
1998.0,CHO,Anthony Mason,4165000.0,0.1367726257717063
1998.0,CHO,Bobby Phills,3480000.0,0.11427820832786025
1998.0,CHO,Eddie Jones,2200000.0,0.072244844345199
1998.0,CHO,David Wesley,2160000.0,0.07093130172074084
1998.0,CHO,Chuck Person,1000000.0,0.03283856561145409
1998.0,CHO,Joe Wolf,1000000.0,0.03283856561145409
1998.0,CHO,Chucky Brown,850000.0,0.027912780769735978
1998.0,CHO,Ricky Davis,680000.0,0.022330224615788784
1998.0,CHO,Charles Shackleford,537500.0,0.017650729016156573
1998.0,CHO,Corey Beck,425000.0,0.013956390384867989
1998.0,CHO,Brad Miller,287500.0,0.00944108761329305
1998.0,CHO,Eldridge Recasner,0.0,0.0
1999.0,CHO,Elden Campbell,7975000.0,0.20650450612252846
1999.0,CHO,Derrick Coleman,7370000.0,0.19083864703737113
1999.0,CHO,Anthony Mason,4860100.0,0.1258473417186333
1999.0,CHO,Bobby Phills,4060000.0,0.10512956675328722
1999.0,CHO,Baron Davis,2712480.0,0.07023690818397943
1999.0,CHO,David Wesley,2520000.0,0.0652528345365231
1999.0,CHO,Eddie Jones,2500000.0,0.06473495489734435
1999.0,CHO,Dale Ellis,2095250.0,0.0542543656994643
1999.0,CHO,Eldridge Recasner,1100000.0,0.02848338015483151
1999.0,CHO,Ricky Davis,878160.0,0.022739059197060763
1999.0,CHO,Eddie Robinson,600000.0,0.015536389175362642
1999.0,CHO,Chucky Brown,510000.0,0.013205930799058246
1999.0,CHO,Todd Fuller,485000.0,0.012558581250084803
1999.0,CHO,Michael Hawkins,465029.0,0.012041452536382858
1999.0,CHO,Brad Miller,385000.0,0.00996918305419103
1999.0,CHO,Derek Hood,49721.0,0.0012874746769803434
1999.0,CHO,Tyrone Grant,37290.0,0.0009655865872487883
1999.0,CHO,Jason Miskiri,15982.0,0.0004138376196677429
2000.0,CHO,Elden Campbell,8050000.0,0.17333613140196547
2000.0,CHO,Derrick Coleman,8000000.0,0.17225950946779175
2000.0,CHO,Jamal Mashburn,6200000.0,0.13350111983753862
2000.0,CHO,PJ Brown,5740000.0,0.12359619804314058
2000.0,CHO,Bobby Phills,4640000.0,0.09991051549131921
2000.0,CHO,Baron Davis,2916000.0,0.0627885912010101
2000.0,CHO,David Wesley,2880000.0,0.06201342340840503
2000.0,CHO,Otis Thorpe,2200000.0,0.04737136510364273
2000.0,CHO,Eldridge Recasner,1200000.0,0.025838926420168763
2000.0,CHO,Hersey Hawkins,1200000.0,0.025838926420168763
2000.0,CHO,Jamaal Magloire,975000.0,0.02099412771638712
2000.0,CHO,Tim James,783120.0,0.016862483381802136
2000.0,CHO,Eddie Robinson,600000.0,0.012919463210084381
2000.0,CHO,Rodney Buford,423500.0,0.009118987782451226
2000.0,CHO,Lee Nailon,316969.0,0.006825115557062061
2000.0,CHO,Terrance Roberson,316969.0,0.006825115557062061
1996.0,CLE,Danny Ferry,4643000.0,0.2460845369020803
1996.0,CLE,Tyrone Hill,3480000.0,0.18444414999337486
1996.0,CLE,Mark West,2000000.0,0.1060023850536637
1996.0,CLE,Bobby Phills,1808000.0,0.09582615608851199
1996.0,CLE,Terrell Brandon,1312000.0,0.0695375645952034
1996.0,CLE,Chris Mills,1235000.0,0.06545647277063733
1996.0,CLE,Vitaly Potapenko,1068000.0,0.05660527361865642
1996.0,CLE,Bob Sura,864000.0,0.045793030343182724
1996.0,CLE,Zydrunas Ilgauskas,720000.0,0.038160858619318935
1996.0,CLE,Antonio Lang,520000.0,0.027560620113952564
1996.0,CLE,Donny Marshall,450000.0,0.023850536637074333
1996.0,CLE,Shawnelle Scott,300000.0,0.015900357758049558
1996.0,CLE,Carl Thomas,247500.0,0.013117795150390884
1996.0,CLE,Reggie Geary,220000.0,0.011660262355903008
1997.0,CLE,Shawn Kemp,8600000.0,0.32237157522372023
1997.0,CLE,Danny Ferry,4000000.0,0.14994026754591638
1997.0,CLE,Wesley Person,3500000.0,0.13119773410267685
1997.0,CLE,Greg Graham,1540000.0,0.057727003005177815
1997.0,CLE,Tony Dumas,1330000.0,0.0498551389590172
1997.0,CLE,Vitaly Potapenko,1228560.0,0.04605265377405276
1997.0,CLE,Derek Anderson,1107240.0,0.04150496545938512
1997.0,CLE,Henry James,1000000.0,0.037485066886479096
1997.0,CLE,Bob Sura,976920.0,0.036619911542739164
1997.0,CLE,Brevin Knight,949320.0,0.03558532369667234
1997.0,CLE,Zydrunas Ilgauskas,828000.0,0.031037635382004693
1997.0,CLE,Donny Marshall,540000.0,0.020241936118698713
1997.0,CLE,Shawnelle Scott,500000.0,0.018742533443239548
1997.0,CLE,Mitchell Butler,272250.0,0.010205309459843935
1997.0,CLE,Cedric Henderson,250000.0,0.009371266721619774
1997.0,CLE,Jerome Allen,35000.0,0.0013119773410267684
1997.0,CLE,Adrian Caldwell,20000.0,0.000749701337729582
1998.0,CLE,Shawn Kemp,9740000.0,0.33920735529706764
1998.0,CLE,Wesley Person,4200000.0,0.1462701121404193
1998.0,CLE,Danny Ferry,4000000.0,0.13930486870516123
1998.0,CLE,Bob Sura,3133000.0,0.10911053841331754
1998.0,CLE,Andrew DeClercq,1440000.0,0.05014975273385805
1998.0,CLE,Derek Anderson,1273000.0,0.044333774465417565
1998.0,CLE,Brevin Knight,1092000.0,0.03803022915650902
1998.0,CLE,Johnny Newman,1000000.0,0.03482621717629031
1998.0,CLE,Zydrunas Ilgauskas,936000.0,0.03259733927700773
1998.0,CLE,Corie Blount,537500.0,0.01871909173225604
1998.0,CLE,Mitchell Butler,537500.0,0.01871909173225604
1998.0,CLE,Earl Boykins,287500.0,0.010012537438183464
1998.0,CLE,Ryan Stack,287500.0,0.010012537438183464
1998.0,CLE,Cedric Henderson,250000.0,0.008706554294072577
1999.0,CLE,Shawn Kemp,10780000.0,0.23158906664149406
1999.0,CLE,Zydrunas Ilgauskas,9000000.0,0.19334894246506926
1999.0,CLE,Wesley Person,4900000.0,0.10526775756431549
1999.0,CLE,Danny Ferry,4000000.0,0.08593286331780856
1999.0,CLE,Bob Sura,3760000.0,0.08077689151874004
1999.0,CLE,Lamond Murray,3000000.0,0.06444964748835642
1999.0,CLE,Cedric Henderson,2400000.0,0.051559717990685136
1999.0,CLE,Mark Bryant,2000000.0,0.04296643165890428
1999.0,CLE,Andre Miller,1682280.0,0.036140784325570746
1999.0,CLE,Andrew DeClercq,1680000.0,0.0360918025934796
1999.0,CLE,Trajan Langdon,1394280.0,0.02995361816668853
1999.0,CLE,Brevin Knight,1234080.0,0.026512006990810296
1999.0,CLE,Ryan Stack,385000.0,0.008271038094339074
1999.0,CLE,Benoit Benjamin,123529.0,0.0026538001681963934
1999.0,CLE,A.J. Bramlett,118974.0,0.002555944120093239
