,date,teams,players
971,"July 9, 2015","{'PHI', 'SAC'}","{'ArtÅ«ras Gudaitis', 'Luka MitroviÄ\x87', 'Nik Stauskas', 'Carl Landry', 'Jason Thompson'}"
972,"July 9, 2015","{'SAS', 'SAC'}",{'Ray McCallum'}
973,"July 9, 2015","{'MIL', 'DAL'}",{'Zaza Pachulia'}
974,"July 9, 2015","{'SAS', 'ATL'}","{'Tiago Splitter', 'Georgios Printezis'}"
975,"July 9, 2015","{'NYK', 'ORL'}","{""Kyle O'Quinn""}"
976,"July 9, 2015","{'LAL', 'IND'}",{'Roy Hibbert'}
977,"July 9, 2015","{'GSW', 'BOS'}","{'David Lee', 'Gerald Wallace', 'Chris Babb'}"
978,"July 11, 2015","{'MIN', 'IND'}","{'Chase Budinger', 'Damjan RudeÅ¾'}"
979,"July 13, 2015","{'DET', 'BRK'}","{'Steve Blake', 'Quincy Miller'}"
980,"July 14, 2015","{'POR', 'ORL'}",{'Maurice Harkless'}
981,"July 14, 2015","{'BOS', 'OKC'}",{'Perry Jones'}
982,"July 20, 2015","{'DEN', 'HOU'}","{'Joey Dorsey', 'Ty Lawson', 'Nick Johnson', 'Pablo Prigioni', 'Kostas Papanikolaou'}"
983,"July 23, 2015","{'CLE', 'IND'}",{'Rakeem Christmas'}
984,"July 27, 2015","{'POR', 'CLE'}","{'Mike Miller', 'Brendan Haywood'}"
985,"July 27, 2015","{'MIA', 'BOS'}",{'Zoran DragiÄ\x87'}
986,"July 27, 2015","{'MIA', 'ORL'}",{'Shabazz Napier'}
987,"July 31, 2015","{'GSW', 'PHI'}","{'Jason Thompson', 'Gerald Wallace'}"
988,"November 10, 2015","{'MIA', 'MEM'}","{'Jarnell Stokes', 'James Ennis', 'Mario Chalmers', 'Beno Udrih'}"
989,"December 24, 2015","{'NOP', 'PHI'}",{'Ish Smith'}
990,"January 12, 2016","{'CLE', 'ORL'}",{'Joe Harris'}
991,"January 22, 2016","{'LAC', 'HOU'}","{'Sergei Lishouk', 'Maarty Leunen', 'Josh Smith'}"
992,"February 16, 2016","{'CHO', 'MEM', 'MIA'}","{'Brian Roberts', 'Chris Andersen', 'P.J. Hairston', 'Courtney Lee'}"
993,"February 16, 2016","{'DET', 'ORL'}","{'Brandon Jennings', 'Tobias Harris', 'Ersan Ä°lyasova'}"
994,"February 18, 2016","{'PHO', 'WAS'}","{'Markieff Morris', 'Kris Humphries', 'DeJuan Blair'}"
995,"February 18, 2016","{'MIA', 'POR'}",{'Brian Roberts'}
996,"February 18, 2016","{'LAC', 'MEM'}","{'Lance Stephenson', 'Jeff Green'}"
997,"February 18, 2016","{'POR', 'CLE', 'ORL'}","{'Channing Frye', 'Jared Cunningham', 'Anderson VarejÃ£o'}"
998,"February 18, 2016","{'DEN', 'OKC'}","{'Steve Novak', 'D.J. Augustin', 'Randy Foye'}"
999,"February 18, 2016","{'CHI', 'UTA', 'ATL'}","{'Shelvin Mack', 'Justin Holiday', 'Kirk Hinrich'}"
1000,"February 18, 2016","{'MIA', 'NOP'}",{'Jarnell Stokes'}
1001,"June 17, 2016","{'DET', 'CHI'}","{'Cameron Bairstow', 'Spencer Dinwiddie'}"
1002,"June 22, 2016","{'NYK', 'CHI'}","{'JosÃ© CalderÃ³n', 'Jerian Grant', 'Robin Lopez', 'Justin Holiday', 'Derrick Rose'}"
1003,"June 23, 2016","{'OKC', 'ORL'}","{'Victor Oladipo', 'Domantas Sabonis', 'Ersan Ä°lyasova', 'Serge Ibaka'}"
1004,"June 23, 2016","{'PHO', 'SAC'}","{'Marquese Chriss', 'Skal LabissiÃ¨re', 'Georgios Papagiannis', 'Bogdan BogdanoviÄ\x87'}"
1005,"June 23, 2016","{'BOS', 'MEM'}","{'Deyonta Davis', 'Rade Zagorac'}"
1006,"June 23, 2016","{'NOP', 'LAC'}","{'David Michineau', 'Diamond Stone', 'Cheick Diallo'}"
1007,"June 23, 2016","{'GSW', 'MIL'}",{'Patrick McCaw'}
1008,"June 23, 2016","{'BRK', 'UTA'}","{'Marcus Paige', 'Isaiah Whitehead'}"
1009,"June 23, 2016","{'POR', 'ORL'}",{'Jake Layman'}
1010,"June 23, 2016","{'CLE', 'ATL'}",{'Kay Felder'}
1011,"June 23, 2016","{'DEN', 'OKC'}",{'Daniel Hamilton'}
1012,"June 29, 2016","{'DET', 'ORL'}",{'Jodie Meeks'}
1013,"July 7, 2016","{'CHO', 'SAC'}","{'Malachi Richardson', 'Marco Belinelli'}"
1014,"July 7, 2016","{'GSW', 'DAL'}",{'Andrew Bogut'}
1015,"July 7, 2016","{'BRK', 'IND'}","{'Thaddeus Young', 'Caris LeVert'}"
1016,"July 7, 2016","{'POR', 'ORL'}",{'Shabazz Napier'}
1017,"July 7, 2016","{'IND', 'UTA', 'ATL'}","{'Taurean Prince', 'George Hill', 'Jeff Teague'}"
1018,"July 7, 2016","{'DAL', 'IND'}","{'Jeremy Evans', 'Stanko BaraÄ\x87', 'Emir PreldÅ¾iÄ\x87'}"
1019,"July 7, 2016","{'WAS', 'UTA'}",{'Trey Burke'}
1020,"July 7, 2016","{'LAL', 'CHI'}","{'JosÃ© CalderÃ³n', 'Ater Majok'}"
1021,"July 7, 2016","{'CLE', 'CHI'}","{'Mike Dunleavy', 'Vladimir Veremeenko', 'Albert Miralles'}"
1022,"July 7, 2016","{'MIL', 'CLE'}","{'Matthew Dellavedova', 'Albert Miralles'}"
1023,"July 8, 2016","{'SAS', 'UTA'}","{'Olivier Hanlan', 'Boris Diaw'}"
1024,"July 10, 2016","{'MIA', 'NOP'}",{'Luke Babbitt'}
1025,"July 12, 2016","{'CHO', 'MEM'}",{'Troy Daniels'}
1026,"July 15, 2016","{'LAC', 'ORL'}","{'C.J. Wilcox', 'Devyn Marble'}"
1027,"July 15, 2016","{'PHI', 'CLE'}","{'Sasha Kaun', 'Chukwudiebere Maduabum'}"
1028,"August 26, 2016","{'PHI', 'UTA'}","{'Tibor PleiÃ\x9f', 'Kendall Marshall'}"
1029,"August 30, 2016","{'DEN', 'OKC'}",{'Joffrey Lauvergne'}
1030,"September 22, 2016","{'MIL', 'HOU'}","{'Michael Beasley', 'Tyler Ennis'}"
1031,"October 17, 2016","{'MIL', 'CHI'}","{'Tony Snell', 'Michael Carter-Williams'}"
1032,"November 1, 2016","{'PHI', 'OKC'}","{'Jerami Grant', 'Ersan Ä°lyasova'}"
1033,"January 6, 2017","{'POR', 'CLE'}",set()
1034,"January 7, 2017","{'CLE', 'ATL'}","{'Mike Dunleavy', 'Kyle Korver', 'Mo Williams'}"
1035,"January 18, 2017","{'DEN', 'ATL'}","{'Cenk Akyol', 'Mo Williams'}"
1036,"February 2, 2017","{'MIL', 'CHO'}","{'Miles Plumlee', 'Roy Hibbert', 'Spencer Hawes'}"
1037,"February 13, 2017","{'DEN', 'POR'}","{'Jusuf NurkiÄ\x87', 'Mason Plumlee'}"
1038,"February 13, 2017","{'CHO', 'CLE'}",{'Chris Andersen'}
1039,"February 14, 2017","{'TOR', 'ORL'}","{'Serge Ibaka', 'Terrence Ross'}"
1040,"February 20, 2017","{'NOP', 'SAC'}","{'Langston Galloway', 'DeMarcus Cousins', 'Tyreke Evans', 'Buddy Hield', 'Omri Casspi'}"
1041,"February 22, 2017","{'PHI', 'ATL'}","{'Tiago Splitter', 'Ersan Ä°lyasova'}"
1042,"February 22, 2017","{'WAS', 'BRK'}","{'Chris McCullough', 'Bojan BogdanoviÄ\x87', 'Marcus Thornton', 'Andrew Nicholson'}"
1043,"February 23, 2017","{'OKC', 'CHI'}","{'Cameron Payne', 'Joffrey Lauvergne', 'Doug McDermott', 'Anthony Morrow', 'Taj Gibson'}"
1044,"February 23, 2017","{'PHO', 'TOR'}","{'Jared Sullinger', 'P.J. Tucker'}"
1045,"February 23, 2017","{'PHO', 'ATL'}","{'Cenk Akyol', 'Mike Scott'}"
1046,"February 23, 2017","{'LAL', 'HOU'}","{'Brad Newley', 'Marcelo Huertas', 'Tyler Ennis'}"
1047,"February 23, 2017","{'BRK', 'HOU'}",{'K.J. McDaniels'}
1048,"February 23, 2017","{'DEN', 'MIL'}",{'Roy Hibbert'}
1049,"February 23, 2017","{'PHI', 'DAL'}","{'Andrew Bogut', 'Justin Anderson', 'Nerlens Noel'}"
1050,"February 23, 2017","{'LAL', 'HOU'}","{'Lou Williams', 'Corey Brewer'}"
1051,"June 19, 2017","{'BOS', 'PHI'}",set()
1052,"June 20, 2017","{'CHO', 'ATL'}","{'Dwight Howard', 'Miles Plumlee', 'Marco Belinelli'}"
1053,"June 21, 2017","{'NOP', 'WAS'}",{'Tim Frazier'}
1054,"June 22, 2017","{'NOP', 'IND'}",{'Edmond Sumner'}
1055,"June 22, 2017","{'MEM', 'HOU'}",{'Dillon Brooks'}
1056,"June 22, 2017","{'GSW', 'CHI'}",{'Jordan Bell'}
1057,"June 22, 2017","{'CHO', 'NOP'}","{'Dwayne Bacon', 'Frank Jackson'}"
1058,"June 22, 2017","{'LAL', 'UTA'}","{'Tony Bradley', 'Josh Hart', 'Thomas Bryant'}"
1059,"June 22, 2017","{'MEM', 'ORL'}",{'Ivan Rabb'}
1060,"June 22, 2017","{'PHI', 'ORL'}",{'AnÅ¾ejs PaseÄ\x8dÅ\x86iks'}
1061,"June 22, 2017","{'LAL', 'BRK'}","{'Timofey Mozgov', 'Brook Lopez', 'Kyle Kuzma', ""D'Angelo Russell""}"
1062,"June 22, 2017","{'DEN', 'UTA'}","{'Donovan Mitchell', 'Trey Lyles', 'Tyler Lydon'}"
1063,"June 22, 2017","{'POR', 'SAC'}","{'Zach Collins', 'Justin Jackson', 'Harry Giles'}"
1064,"June 22, 2017","{'MIN', 'CHI'}","{'Kris Dunn', 'Jimmy Butler', 'Zach LaVine', 'Lauri Markkanen', 'Justin Patton'}"
1065,"June 23, 2017","{'MIL', 'LAC'}",{'Sindarius Thornwell'}
1066,"June 28, 2017","{'DET', 'HOU'}",{'Darrun Hilliard'}
1067,"June 28, 2017","{'HOU', 'ATL'}",{'Ryan Kelly'}
1068,"June 28, 2017","{'POR', 'HOU'}",{'Tim Quarterman'}
1069,"June 28, 2017","{'DAL', 'HOU'}",{'DeAndre Liggins'}
1070,"June 28, 2017","{'LAC', 'HOU'}","{'Montrezl Harrell', 'Sam Dekker', 'DeAndre Liggins', 'Chris Paul', 'Kyle Wiltjer', 'Lou Williams', 'Darrun Hilliard', 'Patrick Beverley'}"
1071,"June 28, 2017","{'PHI', 'HOU'}",{'Shawn Long'}
1072,"June 29, 2017","{'DAL', 'HOU'}",{'Jarrod Uthoff'}
1073,"June 30, 2017","{'MIN', 'UTA'}",{'Ricky Rubio'}
1074,"July 6, 2017","{'OKC', 'IND'}","{'Paul George', 'Victor Oladipo', 'Domantas Sabonis'}"
1075,"July 6, 2017","{'LAC', 'PHI'}",{'Jawun Evans'}
1076,"July 6, 2017","{'MIL', 'PHI'}",{'Sterling Brown'}
1077,"July 6, 2017","{'DEN', 'LAC', 'ATL'}","{'Jamal Crawford', 'Diamond Stone', 'Danilo Gallinari'}"
1078,"July 7, 2017","{'DET', 'BOS'}","{'Marcus Morris', 'Avery Bradley'}"
1079,"July 7, 2017","{'MIA', 'DAL'}","{'Josh McRoberts', 'A.J. Hammons'}"
1080,"July 13, 2017","{'TOR', 'BRK'}","{'Justin Hamilton', 'DeMarre Carroll'}"
1081,"July 14, 2017","{'TOR', 'IND'}","{'Cory Joseph', 'Emir PreldÅ¾iÄ\x87'}"
1082,"July 14, 2017","{'NYK', 'SAC'}",{'Scott Perry'}
1083,"July 25, 2017","{'POR', 'BRK'}","{'Andrew Nicholson', 'Allen Crabbe'}"
1084,"August 30, 2017","{'BOS', 'CLE'}","{'Ante Å½iÅ¾iÄ\x87', 'Jae Crowder', 'Isaiah Thomas', 'Kyrie Irving'}"
1085,"September 1, 2017","{'NOP', 'CHI'}","{'Quincy Pondexter', 'Ater Majok'}"
1086,"September 22, 2017","{'PHO', 'MEM'}",{'Troy Daniels'}
1087,"September 25, 2017","{'OKC', 'NYK'}","{'Carmelo Anthony', 'Doug McDermott', 'Enes Kanter'}"
1088,"September 25, 2017","{'LAC', 'ATL'}",{'DeAndre Liggins'}
1089,"October 14, 2017","{'CLE', 'ATL'}","{'Sergiy Gladyr', 'Kay Felder', 'Dimitrios Agravanis', 'Richard Jefferson'}"
1090,"November 7, 2017","{'MIL', 'PHO'}","{'Eric Bledsoe', 'Greg Monroe'}"
1091,"December 7, 2017","{'PHI', 'BRK'}","{'Jahlil Okafor', 'Nik Stauskas', 'Trevor Booker'}"
1092,"January 29, 2018","{'DET', 'LAC'}","{'Blake Griffin', 'Tobias Harris', 'Willie Reed', 'Boban MarjanoviÄ\x87', 'Avery Bradley', 'Brice Johnson'}"
1093,"February 1, 2018","{'NOP', 'CHI'}","{'Ã\x96mer AÅ\x9fÄ±k', 'Nikola MirotiÄ\x87', 'Tony Allen', 'Jameer Nelson'}"
1094,"February 5, 2018","{'MIL', 'BRK'}","{'Rashad Vaughn', 'Tyler Zeller'}"
1095,"February 7, 2018","{'CHO', 'NYK'}","{'Willy HernangÃ³mez', ""Johnny O'Bryant""}"
1096,"February 8, 2018","{'DET', 'CHI'}","{'Willie Reed', 'Jameer Nelson'}"
1097,"February 8, 2018","{'MIA', 'ATL'}","{'Okaro White', 'Luke Babbitt'}"
1098,"February 8, 2018","{'MIA', 'CLE'}",{'Dwyane Wade'}
1099,"February 8, 2018","{'LAL', 'CLE'}","{'Channing Frye', 'Isaiah Thomas', 'Jordan Clarkson', 'Larry Nance Jr.'}"
1100,"February 8, 2018","{'NOP', 'BRK'}","{'Rashad Vaughn', 'Dante Cunningham'}"
1101,"February 8, 2018","{'POR', 'CHI'}","{'Milovan RakoviÄ\x87', 'Noah Vonleh'}"
1102,"February 8, 2018","{'WAS', 'ATL'}",{'Sheldon Mac'}
1103,"February 8, 2018","{'DEN', 'DAL', 'NYK'}","{'Emmanuel Mudiay', 'Doug McDermott', 'Devin Harris'}"
1104,"February 8, 2018","{'CLE', 'UTA', 'SAC'}","{'ArtÅ«ras Gudaitis', 'Derrick Rose', 'Dimitrios Agravanis', 'George Hill', 'Joe Johnson', 'Iman Shumpert', 'Rodney Hood', 'Jae Crowder'}"
1105,"February 8, 2018","{'DET', 'MEM'}","{'James Ennis', 'Brice Johnson'}"
1106,"February 8, 2018","{'PHO', 'ORL'}",{'Elfrid Payton'}
1107,"February 8, 2018","{'TOR', 'SAC'}","{'Malachi Richardson', 'Bruno Caboclo'}"
1108,"June 21, 2018","{'DAL', 'ATL'}","{'Trae Young', 'Luka DonÄ\x8diÄ\x87'}"
1109,"June 21, 2018","{'PHO', 'PHI'}","{'Mikal Bridges', 'Zhaire Smith'}"
1110,"June 21, 2018","{'CHO', 'ATL'}","{""Devonte' Graham""}"
1111,"June 21, 2018","{'CHO', 'LAC'}","{'Shai Gilgeous-Alexander', 'Miles Bridges'}"
1112,"June 21, 2018","{'PHI', 'DAL'}","{'Kostas Antetokounmpo', 'Ray Spalding', 'Shake Milton'}"
1113,"June 21, 2018","{'DEN', 'ORL'}","{'Jarred Vanderbilt', 'Justin Jackson'}"
1114,"June 21, 2018","{'DET', 'PHI'}",{'Khyri Thomas'}
1115,"June 21, 2018","{'POR', 'SAC'}",{'Gary Trent Jr.'}
1116,"June 22, 2018","{'UTA', 'HOU'}",{'Vince Edwards'}
1117,"June 26, 2018","{'WAS', 'LAC'}","{'Marcin Gortat', 'Austin Rivers'}"
1118,"July 6, 2018","{'CHO', 'BRK'}","{'Hamidou Diallo', 'Timofey Mozgov', 'Dwight Howard'}"
1119,"July 6, 2018","{'CHO', 'OKC'}",{'Hamidou Diallo'}
1120,"July 6, 2018","{'LAL', 'PHI'}",{'Isaac Bonga'}
1121,"July 6, 2018","{'DEN', 'PHI'}",{'Wilson Chandler'}
1122,"July 8, 2018","{'CHO', 'ORL', 'CHI'}","{'Jerian Grant', 'Bismack Biyombo', 'Julyan Stone', 'Timofey Mozgov'}"
1123,"July 13, 2018","{'DEN', 'BRK'}","{'Kenneth Faried', 'Isaiah Whitehead', 'Darrell Arthur'}"
1124,"July 13, 2018","{'BRK', 'ATL'}","{'IsaÃ¯a Cordinier', 'Jeremy Lin'}"
1125,"July 17, 2018","{'MEM', 'SAC'}","{'Deyonta Davis', 'Ben McLemore', 'Garrett Temple'}"
1126,"July 18, 2018","{'SAS', 'TOR'}","{'Jakob PÃ¶ltl', 'DeMar DeRozan', 'Kawhi Leonard', 'Danny Green'}"
1127,"July 20, 2018","{'PHO', 'PHI'}",{'Richaun Holmes'}
1128,"July 20, 2018","{'OKC', 'ORL'}","{'Rodney Purvis', 'Dakari Johnson'}"
1129,"July 20, 2018","{'PHO', 'BRK'}","{'Jared Dudley', 'Darrell Arthur'}"
1130,"July 23, 2018","{'MEM', 'ORL'}","{'Tyler Harvey', 'Dakari Johnson', 'Jarell Martin'}"
1131,"July 23, 2018","{'BOS', 'OKC'}","{'Abdel Nader', 'Rodney Purvis'}"
1132,"July 23, 2018","{'LAC', 'DAL'}","{'Renaldas Seibutis', 'Maarty Leunen', 'Johnathan Motley'}"
1133,"July 25, 2018","{'PHI', 'OKC', 'ATL'}","{'TimothÃ© Luwawu-Cabarrot', 'Justin Anderson', 'Mike Muscala', 'Dennis SchrÃ¶der'}"
1134,"August 2, 2018","{'DAL', 'HOU'}","{'Chinanu Onuaku', 'Maarty Leunen'}"
1135,"August 7, 2018","{'LAC', 'CLE'}","{'Sam Dekker', 'Renaldas Seibutis', 'Vladimir Veremeenko'}"
1136,"August 31, 2018","{'PHO', 'HOU'}","{'Brandon Knight', ""De'Anthony Melton"", 'Marquese Chriss', 'Ryan Anderson'}"
1137,"October 15, 2018","{'NOP', 'LAC'}","{'Wesley Johnson', 'Alexis AjinÃ§a'}"
1138,"October 15, 2018","{'MIL', 'WAS'}",{'Jodie Meeks'}
1139,"November 12, 2018","{'MIN', 'PHI'}","{'Dario Å\xa0ariÄ\x87', 'Jerryd Bayless', 'Robert Covington', 'Jimmy Butler', 'Justin Patton'}"
1140,"November 29, 2018","{'CLE', 'UTA'}","{'Alec Burks', 'Kyle Korver'}"
1141,"December 7, 2018","{'MIL', 'WAS', 'CLE'}","{'John Henson', 'Sam Dekker', 'George Hill', 'Matthew Dellavedova', 'Jason Smith'}"
1142,"December 17, 2018","{'PHO', 'WAS'}","{'Austin Rivers', 'Trevor Ariza', 'Kelly Oubre Jr.'}"
1143,"January 3, 2019","{'MEM', 'CHI'}","{'Justin Holiday', 'Wayne Selden', 'MarShon Brooks'}"
1144,"January 7, 2019","{'HOU', 'CHI'}",{'Michael Carter-Williams'}
1145,"January 22, 2019","{'HOU', 'CHI'}","{'Carmelo Anthony', 'Tadija DragiÄ\x87eviÄ\x87', 'Jon Diebler'}"
1146,"January 31, 2019","{'DAL', 'NYK'}","{'Wesley Matthews', 'Dennis Smith Jr.', 'DeAndre Jordan', 'Trey Burke', 'Kristaps PorziÅ\x86Ä£is', 'Courtney Lee', 'Tim Hardaway Jr.'}"
1147,"February 1, 2019","{'OKC', 'CHI'}",{'TimothÃ© Luwawu-Cabarrot'}
1148,"February 4, 2019","{'POR', 'CLE'}","{'Wade Baldwin', 'Rodney Hood', 'Nik Stauskas'}"
1149,"February 6, 2019","{'LAC', 'PHI'}","{'Tobias Harris', 'Wilson Chandler', 'Mike Muscala', 'Landry Shamet', 'Boban MarjanoviÄ\x87', 'Mike Scott'}"
1150,"February 6, 2019","{'DET', 'LAL'}","{'Reggie Bullock', 'Sviatoslav Mykhailiuk'}"
1151,"February 6, 2019","{'TOR', 'PHI'}","{'Emir PreldÅ¾iÄ\x87', 'Malachi Richardson'}"
1152,"February 6, 2019","{'PHO', 'MIA'}","{'Ryan Anderson', 'Wayne Ellington', 'Tyler Johnson'}"
1153,"February 6, 2019","{'WAS', 'CHI'}","{'Otto Porter', 'Bobby Portis', 'Jabari Parker'}"
1154,"February 7, 2019","{'DAL', 'SAC'}","{'Justin Jackson', 'Harrison Barnes', 'Zach Randolph'}"
1155,"February 7, 2019","{'NOP', 'WAS'}","{'Wesley Johnson', 'Markieff Morris'}"
1156,"February 7, 2019","{'SAC', 'CLE', 'HOU'}","{'Wade Baldwin', 'Alec Burks', 'Iman Shumpert', 'Brandon Knight', 'Marquese Chriss', 'Nik Stauskas'}"
1157,"February 7, 2019","{'MIL', 'DET', 'NOP'}","{'Nikola MirotiÄ\x87', 'Jason Smith', 'Stanley Johnson', 'Thon Maker'}"
1158,"February 7, 2019","{'LAC', 'MEM'}","{'JaMychal Green', 'Garrett Temple', 'Avery Bradley'}"
1159,"February 7, 2019","{'LAC', 'LAL'}","{'Michael Beasley', 'Mike Muscala', 'Ivica Zubac'}"
1160,"February 7, 2019","{'PHI', 'ORL'}","{'Jonathon Simmons', 'Markelle Fultz'}"
1161,"February 7, 2019","{'TOR', 'BRK'}",{'Greg Monroe'}
1162,"February 7, 2019","{'TOR', 'MEM'}","{'Marc Gasol', 'C.J. Miles', 'Jonas ValanÄ\x8diÅ«nas', 'Delon Wright'}"
1163,"February 7, 2019","{'POR', 'SAC'}","{'Skal LabissiÃ¨re', 'Caleb Swanigan'}"
1164,"February 7, 2019","{'PHI', 'HOU'}",{'James Ennis'}
1165,"February 7, 2019","{'MEM', 'ATL'}","{'Shelvin Mack', 'Tyler Dorsey'}"
1166,"February 7, 2019","{'BOS', 'ATL'}",{'Jabari Bird'}
1167,"February 7, 2019","{'IND', 'HOU'}","{'Nik Stauskas', 'Wade Baldwin', 'Maarty Leunen'}"
1168,"June 19, 2019","{'MIA', 'ATL'}",set()
1169,"June 20, 2019","{'GSW', 'ATL'}",set()
1170,"June 20, 2019","{'MIL', 'DET'}","{'Jon Leuer', 'Tony Snell', 'Kevin Porter Jr.'}"
1171,"June 20, 2019","{'GSW', 'NOP'}",{'Alen SmailagiÄ\x87'}
1172,"June 20, 2019","{'LAL', 'ORL'}",{'Talen Horton-Tucker'}
1173,"June 21, 2019","{'DEN', 'MIA'}",{'Bol Bol'}
1174,"June 21, 2019","{'BOS', 'PHI'}","{'Matisse Thybulle', 'Carsen Edwards', 'Ty Jerome'}"
1175,"June 21, 2019","{'LAC', 'BRK'}","{'Mfiondu Kabengele', 'Jaylen Hands'}"
1176,"June 21, 2019","{'UTA', 'IND'}",{'Jarrell Brantley'}
1177,"June 21, 2019","{'NYK', 'SAC'}","{'Kyle Guy', 'Ignas Brazdeikis'}"
1178,"June 21, 2019","{'GSW', 'UTA'}",{'Miye Oni'}
1179,"June 21, 2019","{'WAS', 'PHI'}","{'Admiral Schofield', 'Jonathon Simmons'}"
1180,"June 24, 2019","{'POR', 'ATL'}","{'Evan Turner', 'Kent Bazemore'}"
1181,"June 26, 2019","{'DET', 'CLE'}",{'Kevin Porter Jr.'}
1182,"June 26, 2019","{'DET', 'DAL'}","{'Deividas Sirvydis', 'Isaiah Roby'}"
1183,"July 6, 2019","{'PHO', 'MIA', 'IND'}","{'KZ Okpala', 'T.J. Warren'}"
1184,"July 6, 2019","{'BRK', 'ATL'}","{'Allen Crabbe', 'Taurean Prince', 'Nickeil Alexander-Walker'}"
1185,"July 6, 2019","{'MEM', 'UTA'}","{'Mike Conley', 'Darius Bazley', 'Kyle Korver', 'Jae Crowder', 'Grayson Allen'}"
1186,"July 6, 2019","{'MIN', 'PHO'}","{'Dario Å\xa0ariÄ\x87', 'Cameron Johnson', 'Jarrett Culver'}"
1187,"July 6, 2019","{'PHO', 'BOS'}","{'Aron Baynes', 'Ty Jerome'}"
1188,"July 6, 2019","{'MIA', 'LAC', 'PHI', 'POR'}","{'Josh Richardson', 'Hassan Whiteside', 'Meyers Leonard', 'Jimmy Butler', 'Mathias Lessort', 'Maurice Harkless'}"
1189,"July 6, 2019","{'WAS', 'MEM'}","{'Dwight Howard', 'C.J. Miles'}"
1190,"July 6, 2019","{'SAS', 'WAS', 'BRK'}","{'DeMarre Carroll', 'Aaron White', 'Nemanja Dangubic', 'Davis Bertans'}"
1191,"July 6, 2019","{'MIL', 'IND'}",{'Malcolm Brogdon'}
1192,"July 6, 2019","{'NOP', 'LAL', 'WAS'}","{'Lonzo Ball', 'Moritz Wagner', 'Jemerrio Jones', 'Brandon Ingram', ""De'Andre Hunter"", 'Josh Hart', 'Isaac Bonga', 'Anthony Davis'}"
1193,"July 6, 2019","{'MEM', 'OKC'}","{'Darius Bazley', 'Brandon Clarke'}"
1194,"July 6, 2019","{'CHO', 'BOS'}","{'Kemba Walker', 'Terry Rozier'}"
1195,"July 7, 2019","{'NOP', 'ATL'}","{'Nickeil Alexander-Walker', 'Marcos Louzada Silva', 'Jordan Bone', ""De'Andre Hunter"", 'Solomon Hill', 'Jaxson Hayes'}"
1196,"July 7, 2019","{'PHI', 'ATL'}","{'Jordan Bone', 'Bruno Fernando'}"
1197,"July 7, 2019","{'DET', 'PHI'}",{'Jordan Bone'}
1198,"July 7, 2019","{'GSW', 'MEM'}","{'Andre Iguodala', 'Julian Washburn'}"
1199,"July 7, 2019","{'PHO', 'MEM'}","{'Josh Jackson', 'Jevon Carter', 'Kyle Korver', ""De'Anthony Melton""}"
1200,"July 7, 2019","{'MEM', 'ATL'}","{'Miles Plumlee', 'Chandler Parsons', 'Solomon Hill'}"
1201,"July 7, 2019","{'WAS', 'CHI'}",{'TomÃ¡Å¡ SatoranskÃ½'}
1202,"July 7, 2019","{'NOP', 'UTA'}",{'Derrick Favors'}
1203,"July 7, 2019","{'GSW', 'BRK'}","{'Treveon Graham', ""D'Angelo Russell"", 'Shabazz Napier', 'Kevin Durant'}"
1204,"July 8, 2019","{'GSW', 'ATL'}","{'Omari Spellman', 'Damian Jones'}"
1205,"July 8, 2019","{'MIN', 'POR'}","{'Jake Layman', 'Bojan Dubljevic'}"
1206,"July 8, 2019","{'DEN', 'OKC'}",{'Jerami Grant'}
1207,"July 8, 2019","{'DAL', 'MEM'}","{'Satnam Singh', 'Delon Wright'}"
1208,"July 8, 2019","{'GSW', 'MIN'}","{'Treveon Graham', 'Shabazz Napier', 'Lior Eliyahu'}"
1209,"July 10, 2019","{'LAC', 'OKC'}","{'Paul George', 'Shai Gilgeous-Alexander', 'Danilo Gallinari'}"
1210,"July 16, 2019","{'OKC', 'HOU'}","{'Chris Paul', 'Russell Westbrook'}"
1211,"December 23, 2019","{'CLE', 'UTA'}","{'Dante Exum', 'Jordan Clarkson'}"
1212,"January 16, 2020","{'MIN', 'ATL'}","{'Treveon Graham', 'Jeff Teague', 'Allen Crabbe'}"
1213,"January 21, 2020","{'POR', 'SAC'}","{'Wenyen Gabriel', 'Anthony Tolliver', 'Kent Bazemore', 'Caleb Swanigan', 'Trevor Ariza'}"
1214,"January 24, 2020","{'DAL', 'OKC'}","{'Justin Patton', 'Isaiah Roby'}"
1215,"January 25, 2020","{'GSW', 'DAL'}",{'Willie Cauley-Stein'}
1216,"February 5, 2020","{'MIN', 'DEN', 'HOU', 'ATL'}","{'Robert Covington', 'Noah Vonleh', 'Malik Beasley', 'Evan Turner', 'Clint Capela', 'Juan Hernangomez', 'Jarred Vanderbilt', 'Keita Bates-Diop', 'Shabazz Napier', 'Jordan Bell', 'Gerald Green', 'Nene'}"
1217,"February 6, 2020","{'LAC', 'ATL'}",{'Derrick Walton'}
1218,"February 6, 2020","{'PHI', 'ORL'}",{'James Ennis'}
1219,"February 6, 2020","{'GSW', 'MIN'}","{'Jacob Evans', 'Andrew Wiggins', ""D'Angelo Russell"", 'Omari Spellman'}"
1220,"February 6, 2020","{'POR', 'ATL'}",{'Skal Labissiere'}
1221,"February 6, 2020","{'GSW', 'PHI'}","{'Alec Burks', 'Glenn Robinson'}"
1222,"February 6, 2020","{'DEN', 'WAS'}","{'Jordan McRae', 'Shabazz Napier'}"
