season_start,date,player_name,team_abv,player_id
2018,"December 30, 2018",D.J. Stephens,MEM,-3
2018,"January 15, 2019",Keenan Evans,DET,-3
2018,"February 7, 2019",Enes Kanter,NYK,-3
2018,"February 7, 2019",MiloÅ¡ TeodosiÄ,LAC,-3
2018,"February 8, 2019",Wade Baldwin,IND,-3
2018,"February 9, 2019",Ãlex Abrines,OKC,-3
2018,"June 28, 2019",Cameron Reynolds,MIN,-3
2019,"July 7, 2019",Dairis BertÄns,NOP,-3
2019,"July 15, 2019",J.R. Smith,CLE,-3
2019,"July 19, 2019",B.J. Johnson,SAC,-3
2019,"August 15, 2019",Tarik Phillip,WAS,-3
2019,"August 15, 2019",Tarik Phillip,WAS,-3
2019,"August 26, 2019",Aric Holman,LAL,-3
2019,"September 3, 2019",Levi Randolph,CLE,-3
2019,"September 24, 2019",Kellen Dunham,WAS,-3
2019,"September 25, 2019",Jeff Ledbetter,SAS,-3
2019,"September 25, 2019",Alex Robinson,CLE,-3
2019,"September 26, 2019",William McDowell-White,HOU,-3
2019,"September 26, 2019",Mike Cobbins,WAS,-3
2019,"September 28, 2019",Bryce Brown,BOS,-3
2019,"September 30, 2019",Matt Farrell,SAS,-3
2019,"September 30, 2019",John Bohannon,BOS,-3
2019,"October 4, 2019",Jordan Caroline,LAL,-3
2019,"October 4, 2019",Sir'Dominic Pointer,CLE,-3
2019,"October 7, 2019",Jorge GutiÃ©rrez,DEN,-3
2019,"October 9, 2019",JaKeenan Gant,IND,-3
2019,"October 11, 2019",Isaiah Pineiro,SAC,-3
2019,"October 11, 2019",Terry Larrier,LAC,-3
2019,"October 11, 2019",James Palmer Jr.,LAC,-3
2019,"October 12, 2019",Trevon Bluiett,UTA,-3
2019,"October 12, 2019",Yudai Baba,DAL,-3
2019,"October 13, 2019",Josh Perkins,CHO,-3
2019,"October 14, 2019",Dedric Lawson,SAS,-3
2019,"October 14, 2019",Jordan Murphy,MIN,-3
2019,"October 14, 2019",Luke Maye,MIL,-3
2019,"October 14, 2019",John Egbunu,BRK,-3
2019,"October 15, 2019",TimothÃ© Luwawu-Cabarrot,CLE,-3
2019,"October 15, 2019",Aric Holman,DAL,-3
2019,"October 15, 2019",David Kramer,PHO,-3
2019,"October 15, 2019",Norense Odiase,PHO,-3
2019,"October 16, 2019",Sagaba Konate,TOR,-3
2019,"October 16, 2019",Phil Booth,WAS,-3
2019,"October 16, 2019",Amir Hinton,NYK,-3
2019,"October 17, 2019",Perrion Callandret,CHI,-3
2019,"October 17, 2019",Todd Withers,DET,-3
2019,"October 17, 2019",Dikembe Dixson,WAS,-3
2019,"October 17, 2019",Galen Robinson Jr.,SAS,-3
2019,"October 17, 2019",Michael Frazier,HOU,-3
2019,"October 17, 2019",Abdul Gaddy,OKC,-3
2019,"October 18, 2019",Zak Irvin,NYK,-3
2019,"October 18, 2019",BJ Taylor,LAC,-3
2019,"October 18, 2019",Isaac Haas,UTA,-3
2019,"October 18, 2019",C.J. Massinburg,BRK,-3
2019,"October 18, 2019",Matt Morgan,TOR,-3
2019,"October 18, 2019",Isaiah Miles,PHI,-3
2019,"October 18, 2019",Christ Koumadje,PHI,-3
2019,"October 19, 2019",Skyler Flatten,MIA,-3
2019,"October 19, 2019",Bubu Palo,MIA,-3
2019,"October 19, 2019",Ahmed Hill,CHO,-3
2019,"October 19, 2019",Shizz Alston Jr.,PHI,-3
2019,"October 19, 2019",Terry Harris,PHI,-3
2019,"October 19, 2019",Jared Brownridge,PHI,-3
2019,"October 19, 2019",Vince Edwards,OKC,-3
2019,"October 19, 2019",Kadeem Jack,OKC,-3
2019,"October 19, 2019",Sedrick Barefield,OKC,-3
2019,"October 19, 2019",Trevor Lacey,MIL,-3
2019,"October 19, 2019",Justin Simon,CHI,-3
2019,"October 19, 2019",Simisola Shittu,CHI,-3
2019,"October 19, 2019",Bennie Boatwright,MEM,-3
2019,"October 19, 2019",Kenny Gabriel,ATL,-3
2019,"October 19, 2019",Mark Ogden Jr.,ATL,-3
2019,"October 19, 2019",Lamar Peters,NYK,-3
2019,"October 19, 2019",V.J. King,NYK,-3
2019,"October 19, 2019",Kenny Wooten,NYK,-3
2019,"October 19, 2019",Marcus Allen,LAL,-3
2019,"October 19, 2019",Jon Davis,ORL,-3
2019,"October 19, 2019",B.J. Johnson,ORL,-3
2019,"October 19, 2019",Chad Brown,DAL,-3
2019,"October 19, 2019",Stephan Hicks,IND,-3
2019,"October 19, 2019",Jalen Adams,NOP,-3
2019,"October 19, 2019",Javon Bess,NOP,-3
2019,"October 19, 2019",Kavell Bigby-Williams,NOP,-3
2019,"October 19, 2019",Matur Maker,HOU,-3
2019,"October 19, 2019",Daulton Hommes,SAS,-3
2019,"October 19, 2019",Nick Zeisloft,GSW,-3
2019,"October 19, 2019",Kavion Pippen,GSW,-3
2019,"October 20, 2019",Justin Bibbs,BOS,-3
2019,"October 20, 2019",Dorian Pickens,BOS,-3
2019,"October 20, 2019",Aubrey Dawkins,NOP,-3
2019,"October 20, 2019",Aaron Epps,PHO,-3
2019,"October 20, 2019",Anthony Lawrence,UTA,-3
2019,"October 20, 2019",Dakarai Allen,DET,-3
2019,"October 20, 2019",Tra-Deon Hollins,DET,-3
2019,"October 20, 2019",Tre'Shawn Thurman,DET,-3
2019,"October 20, 2019",Tyus Battle,MIN,-3
2019,"October 20, 2019",Barry Brown,MIN,-3
2019,"October 21, 2019",Ronshad Shabazz,HOU,-3
2019,"January 12, 2020",C.J. Miles,WAS,-3
2019,"January 12, 2020",Levi Randolph,CLE,-3
2019,"February 6, 2020",Derrick Walton,ATL,-3
2020,"November 19, 2020",Kenny Wooten,NYK,-3
2020,"December 5, 2020",Melvin Frazier,OKC,-3
2020,"December 7, 2020",Lamine Diane,PHI,-3
2020,"December 10, 2020",Quinton Rose,SAC,-3
2020,"December 11, 2020",Kylor Kelley,SAS,-3
2020,"December 11, 2020",Jordan Bowden,BRK,-3
2020,"December 11, 2020",Nate Sestina,BRK,-3
2020,"December 11, 2020",Skal LabissiÃ¨re,NYK,-3
2020,"December 12, 2020",Andrew White,NYK,-3
2020,"December 13, 2020",Tres Tinkle,LAL,-3
2020,"December 14, 2020",LiAngelo Ball,DET,-3
2020,"December 15, 2020",Jahlil Tripp,MEM,-3
2020,"December 16, 2020",Christian Vital,MEM,-3
2020,"December 16, 2020",Paul Eboua,MIA,-3
2020,"December 16, 2020",Breein Tyree,MIA,-3
2020,"December 17, 2020",E.J. Montgomery,MIL,-3
2020,"December 18, 2020",Trevon Bluiett,UTA,-3
2020,"December 18, 2020",Romaro Gill,UTA,-3
2020,"December 18, 2020",Jake Toolson,UTA,-3
2020,"December 18, 2020",Devonte Patterson,DAL,-3
2020,"December 18, 2020",Dwayne Sutton,GSW,-3
2020,"December 18, 2020",Kaleb Wesson,GSW,-3
2020,"December 18, 2020",Vince Edwards,SAC,-3
2020,"December 18, 2020",Yoeli Childs,WAS,-3
2020,"December 18, 2020",Caleb Homesley,WAS,-3
2020,"December 18, 2020",Marlon Taylor,WAS,-3
2020,"December 18, 2020",Rayshaun Hammonds,IND,-3
2020,"December 19, 2020",Frank Mason,PHI,-3
2020,"December 19, 2020",William McDowell-White,HOU,-3
2020,"December 19, 2020",Oshae Brisset,TOR,-3
2020,"December 19, 2020",Tres Tinkle,TOR,-3
2020,"December 19, 2020",Breein Tyree,TOR,-3
2020,"December 19, 2020",Jeff Dowtin,ORL,-3
2020,"December 19, 2020",Elijah Pemberton,GSW,-3
2020,"December 19, 2020",Paul Eboua,BRK,-3
2020,"December 19, 2020",Keandre Cook,CHO,-3
2020,"December 19, 2020",Kahlil Whitney,CHO,-3
2020,"December 19, 2020",Zach Norvell,CHI,-3
2020,"December 19, 2020",Simisola Shittu,CHI,-3
2020,"December 19, 2020",Charles Matthews,CLE,-3
2020,"December 19, 2020",Levi Randolph,CLE,-3
2020,"December 19, 2020",Trey Mourning,HOU,-3
2020,"December 19, 2020",Bennie Boatwright,MEM,-3
2020,"December 19, 2020",B.J. Johnson,MIA,-3
2020,"December 19, 2020",Tony Carr,NOP,-3
2020,"December 19, 2020",Bryce Brown,NYK,-3
2020,"January 17, 2021",AnÅ¾ejs PaseÄÅiks,WAS,-3
2020,"April 13, 2021",Karim ManÃ©,ORL,-3
2020,"September 24, 2021",Matthew Hurt,HOU,-3
2021,"August 4, 2021",Alen SmailagiÄ,GSW,-3
2021,"August 5, 2021",Caleb Homesley,WAS,-3
2021,"September 3, 2021",E.J. Onu,DAL,-3
2021,"September 26, 2021",Charlie Brown,OKC,-3
2021,"September 27, 2021",Anthony Tarke,DET,-3
2021,"October 2, 2021",Nate Renfro,SAS,-3
2021,"October 2, 2021",Aric Holman,SAS,-3
2021,"October 3, 2021",Luka Vildoza,NYK,-3
2021,"October 7, 2021",A.J. Lawson,ATL,-3
2021,"October 8, 2021",D.J. Carton,CHO,-3
2021,"October 9, 2021",Denzel Mahoney,SAS,-3
2021,"October 11, 2021",Luka Å amaniÄ,SAS,-3
2021,"October 11, 2021",Johnny O'Bryant,MIL,-3
2021,"October 11, 2021",Ethan Thompson,CHI,-3
2021,"October 11, 2021",Bryce Brown,BRK,-3
2021,"October 12, 2021",D.J. Steward,SAC,-3
2021,"October 12, 2021",Matt Coleman,SAC,-3
2021,"October 12, 2021",Jeremiah Tilmon,ORL,-3
2021,"October 13, 2021",James Banks III,NOP,-3
2021,"October 13, 2021",Jared Brownridge,PHI,-3
2021,"October 14, 2021",MaCio Teague,UTA,-3
2021,"October 14, 2021",Derrick Alston Jr.,UTA,-3
2021,"October 14, 2021",Jordan Burns,SAS,-3
2021,"October 14, 2021",Damien Jefferson,SAC,-3
2021,"October 14, 2021",Melvin Frazier,OKC,-3
2021,"October 14, 2021",Frank Mason,LAL,-3
2021,"October 14, 2021",Bryce Alford,CHI,-3
2021,"October 14, 2021",Romeo Weems,MEM,-3
2021,"October 15, 2021",Alex AntetoKounmpo,TOR,-3
2021,"October 15, 2021",LiAngelo Ball,CHO,-3
2021,"October 15, 2021",Giorgi Bezhanishvili,DEN,-3
2021,"October 15, 2021",Jordan Bowden,BRK,-3
2021,"October 15, 2021",Marcus Foster,HOU,-3
2021,"October 15, 2021",Johnny Hamilton,ATL,-3
2021,"October 15, 2021",Matt Lewis,MIN,-3
2021,"October 15, 2021",Isaiah Miller,MIN,-3
2021,"October 15, 2021",John Petty Jr.,NOP,-3
2021,"October 15, 2021",Brandon Rachal,BRK,-3
2021,"October 15, 2021",Ibi Watson,ATL,-3
2021,"October 16, 2021",Mitch Ballock,CLE,-3
2021,"October 16, 2021",Troy Baxter Jr.,CHI,-3
2021,"October 16, 2021",Bennie Boatwright,IND,-3
2021,"October 16, 2021",Derek Culver,IND,-3
2021,"October 16, 2021",Jeff Dowtin,ORL,-3
2021,"October 16, 2021",Vince Edwards,MIN,-3
2021,"October 16, 2021",L.J. Figueroa,GSW,-3
2021,"October 16, 2021",Harry Giles,LAC,-3
2021,"October 16, 2021",Matthew Hurt,MEM,-3
2021,"October 16, 2021",Justin Jaworski,OKC,-3
2021,"October 16, 2021",B.J. Johnson,ORL,-3
2021,"October 16, 2021",Nino Johnson,UTA,-3
2021,"October 16, 2021",E.J. Onu,DAL,-3
2021,"October 16, 2021",Devontae Shuler,WAS,-3
2021,"October 16, 2021",Aamir Simms,NYK,-3
2021,"October 16, 2021",D. J. Stewart Jr.,MIA,-3
2021,"October 16, 2021",Breein Tyree,TOR,-3
2021,"October 16, 2021",Christian Vital,HOU,-3
2021,"October 16, 2021",Ishmail Wainright,TOR,-3
2021,"October 16, 2021",M.J. Walker,NYK,-3
2021,"October 18, 2021",Wesley Iwundu,CHO,-3
2021,"December 18, 2021",Danuel House,HOU,-3
2021,"December 21, 2021",Daulton Hommes,NOP,-3
2021,"January 2, 2022",Jeff Dowtin,GSW,-3
2021,"January 13, 2022",Ja'Vonte Smart,MIL,-3
2021,"February 10, 2022",Robert Woodard,SAC,-3
2021,"February 10, 2022",P.J. Dozier,ORL,-3
2021,"February 21, 2022",Dennis Smith,POR,-3
2021,"March 17, 2022",Luka Å amaniÄ,NYK,-3
2021,"April 3, 2022",Chris Smith,DET,-3
2021,"April 7, 2022",RJ Nembhard,CLE,-3
2021,"June 30, 2022",Juan Hernangomez,UTA,-3
2022,"July 5, 2022",Luca Vildoza,MIL,-3
2022,"August 29, 2022",Sviatoslav Mykhailiuk,TOR,-3
2022,"September 12, 2022",DJ Steward,SAC,-3
2022,"September 17, 2022",Alex AntetoKounmpo,MIL,-3
2022,"September 17, 2022",Marcus Zegarowski,BRK,-3
2022,"September 19, 2022",Iverson Molinar,MIL,-3
2022,"September 20, 2022",Chandler Vaudrin,CLE,-3
2022,"September 22, 2022",Bennie Boatwright,IND,-3
2022,"September 23, 2022",M.J. Walker,NYK,-3
2022,"September 23, 2022",Keaton Wallace,LAC,-3
2022,"September 23, 2022",Quinton Rose,NYK,-3
2022,"September 25, 2022",Fabian White Jr.,LAL,-3
2022,"September 25, 2022",Kyler Edwards,DET,-3
2022,"September 25, 2022",Justin Tillman,DEN,-3
2022,"September 26, 2022",Nuni Omot,NYK,-3
2022,"September 26, 2022",Garrison Brooks,NYK,-3
2022,"September 27, 2022",Davion Mintz,WAS,-3
2022,"September 29, 2022",Marcus Zegarowski,BRK,-3
2022,"October 2, 2022",Brandon Rachal,BRK,-3
2022,"October 3, 2022",Trevion Williams,GSW,-3
2022,"October 4, 2022",Lucas Williamson,LAC,-3
2022,"October 4, 2022",Michael Devoe,LAC,-3
2022,"October 4, 2022",Sacha Killeya-Jones,OKC,-3
2022,"October 6, 2022",Isaiah Whaley,CHO,-3
2022,"October 6, 2022",Robert Woodard,OKC,-3
2022,"October 7, 2022",Grant Golden,DEN,-3
2022,"October 7, 2022",Brandon Williams,POR,-3
2022,"October 7, 2022",Wesley Iwundu,POR,-3
2022,"October 7, 2022",Adonis Arms,DEN,-3
2022,"October 8, 2022",Javante McCoy,LAL,-3
2022,"October 8, 2022",Alex Morales,ORL,-3
2022,"October 9, 2022",Tyson Etienne,ATL,-3
2022,"October 9, 2022",Malik Ellison,ATL,-3
2022,"October 10, 2022",John Petty Jr.,NOP,-3
2022,"October 10, 2022",John Butler,NOP,-3
2022,"October 10, 2022",Tommy Kuhse,SAS,-3
2022,"October 10, 2022",Justin Bean,MEM,-3
2022,"October 10, 2022",Justin Smith,PHI,-3
2022,"October 10, 2022",Luka Å amaniÄ,BOS,-3
2022,"October 10, 2022",L.J. Figueroa,LAL,-3
2022,"October 10, 2022",Jaden Shackelford,OKC,-3
2022,"October 11, 2022",Kellan Grady,DEN,-3
2022,"October 11, 2022",A.J. Reeves,BOS,-3
2022,"October 11, 2022",Darryl Morsell,UTA,-3
2022,"October 11, 2022",Bryce Hamilton,LAL,-3
2022,"October 11, 2022",Abdul Gaddy,OKC,-3
2022,"October 12, 2022",Trhae Mitchell,HOU,-3
2022,"October 12, 2022",Jeenathan Williams,UTA,-3
2022,"October 12, 2022",Noah Kirkwood,BRK,-3
2022,"October 12, 2022",Makur Maker,WAS,-3
2022,"October 12, 2022",Drake Jeffries,ORL,-3
2022,"October 12, 2022",D.J. Stewart Jr.,DAL,-3
2022,"October 12, 2022",Marcus Bingham Jr.,DAL,-3
2022,"October 12, 2022",Isaiah Miller,POR,-3
2022,"October 12, 2022",Luca Vildoza,MIL,-3
2022,"October 12, 2022",Ethan Thompson,CHI,-3
2022,"October 12, 2022",Reginald Kissoonlal,BOS,-3
2022,"October 13, 2022",Matthew Hurt,MEM,-3
2022,"October 14, 2022",Gabe Brown,TOR,-3
2022,"October 14, 2022",A.J. Lawson,MIN,-3
2022,"October 14, 2022",Anthony Duruji,CHO,-3
2022,"October 14, 2022",Jaylen Sims,CHO,-3
2022,"October 14, 2022",Wesley Iwundu,SAC,-3
2022,"October 14, 2022",Romeo Weems,MEM,-3
2022,"October 14, 2022",E.J. Onu,MEM,-3
2022,"October 14, 2022",Justin Lewis,CHI,-3
2022,"October 15, 2022",Isaiah Miller,UTA,-3
2022,"October 15, 2022",Christian Vital,TOR,-3
2022,"October 15, 2022",David Johnson,TOR,-3
2022,"October 15, 2022",Ryan Hawkins,TOR,-3
2022,"October 15, 2022",Jalen Adaway,SAS,-3
2022,"October 15, 2022",Alex O'Connell,SAC,-3
2022,"October 15, 2022",Jeriah Horne,SAC,-3
2022,"October 15, 2022",TimothÃ© Luwawu-Cabarrot,PHO,-3
2022,"October 15, 2022",Adonis Arms,PHO,-3
2022,"October 15, 2022",Aminu Mohammed,PHI,-3
2022,"October 15, 2022",Simisola Shittu,ORL,-3
2022,"October 15, 2022",James Akinjo,NYK,-3
2022,"October 15, 2022",Daeqwon Plowden,NOP,-3
2022,"October 15, 2022",Phillip Wheeler,MIN,-3
2022,"October 15, 2022",Matt Lewis,MIN,-3
2022,"October 15, 2022",D.J. Stewart Jr.,MIA,-3
2022,"October 15, 2022",Jon Elmore,MIA,-3
2022,"October 15, 2022",Nate Pierre-Louis,LAL,-3
2022,"October 15, 2022",Bryson Williams,LAC,-3
2022,"October 15, 2022",Jermaine Samuels,IND,-3
2022,"October 15, 2022",Tevin Brown,IND,-3
2022,"October 15, 2022",Eli Brooks,IND,-3
2022,"October 15, 2022",Pierria Henry,HOU,-3
2022,"October 15, 2022",Grant Golden,DEN,-3
2022,"October 15, 2022",RJ Nembhard,CLE,-3
2022,"October 15, 2022",LiAngelo Ball,CHO,-3
2022,"October 15, 2022",Eric Demers,BOS,-3
2022,"October 17, 2022",Marcos Louzada Silva,CLE,-3
2022,"October 28, 2022",Josh Primo,SAS,-3
2022,"December 7, 2022",A.J. Lawson,MIN,-3
2022,"February 9, 2023",Boban MarjanoviÄ,HOU,-3
2022,"February 28, 2023",Juan Hernangomez,TOR,-3
2022,"March 1, 2023",Keaton Wallace,LAC,-3
2023,"July 8, 2023",P.J. Dozier,SAC,-3
2023,"July 18, 2023",Raiquan Gray,BRK,-3
2023,"July 28, 2023",Jeenathan Williams,POR,-3
2023,"August 11, 2023",Brandon McCoy,MIA,-3
2023,"August 31, 2023",Alex AntetoKounmpo,MIL,-3
2023,"September 2, 2023",Iverson Molinar,MIL,-3
2023,"September 6, 2023",Obadiah Noel,NYK,-3
2023,"September 15, 2023",Alex Morales,ORL,-3
2023,"September 18, 2023",Bryce Hamilton,LAL,-3
2023,"September 20, 2023",Javante McCoy,SAS,-3
2023,"September 26, 2023",Marcus Bagley,PHI,-3
2023,"September 27, 2023",Caleb Daniels,MIA,-3
2023,"September 27, 2023",Jon Elmore,MIA,-3
2023,"September 28, 2023",Brandon Slater,BOS,-3
2023,"September 28, 2023",Taylor Funk,BOS,-3
2023,"September 28, 2023",Scottie Lindsey,BRK,-3
2023,"September 28, 2023",Kyler Edwards,BRK,-3
2023,"September 28, 2023",Pedro Bradshaw,IND,-3
2023,"September 28, 2023",Kevin Obanor,TOR,-3
2023,"September 29, 2023",Jaylen Sims,CHO,-3
2023,"September 29, 2023",Angelo Allegri,CHO,-3
2023,"September 29, 2023",Joshua Obiesie,HOU,-3
2023,"September 29, 2023",Darryl Morsell,TOR,-3
2023,"September 29, 2023",Jayce Johnson,,-3
2023,"September 30, 2023",Seth Millner,SAS,-3
2023,"September 30, 2023",Raiquan Gray,SAS,-3
2023,"September 30, 2023",James Akinjo,SAC,-3
2023,"October 1, 2023",Dejan Vasiljevic,WAS,-3
2023,"October 1, 2023",Reggie Bullock,SAS,-3
2023,"October 4, 2023",Kylor Kelley,BOS,-3
2023,"October 6, 2023",Trey McGowens,BRK,-3
2023,"October 6, 2023",Kameron Hankerson,BRK,-3
2023,"October 8, 2023",Keaton Wallace,ATL,-3
2023,"October 8, 2023",Jarkel Joiner,ATL,-3
2023,"October 9, 2023",Malachi Smith,POR,-3
2023,"October 10, 2023",Brandon Randolph,ATL,-3
2023,"October 10, 2023",Antoine Davis,POR,-3
2023,"October 11, 2023",Chase Audige,WAS,-3
2023,"October 11, 2023",Nick Ongenda,UTA,-3
2023,"October 11, 2023",Taevion Kinsey,UTA,-3
2023,"October 12, 2023",Erik Stevenson,SAS,-3
2023,"October 12, 2023",Joey Hauser,UTA,-3
2023,"October 12, 2023",Liam Robbins,NOP,-3
2023,"October 13, 2023",Armaan Franklin,DEN,-3
2023,"October 13, 2023",Souley Boum,DEN,-3
2023,"October 13, 2023",Max Heidegger,CHI,-3
2023,"October 14, 2023",Jordan Walker,DAL,-3
2023,"October 14, 2023",Mike Miles Jr.,DAL,-3
2023,"October 14, 2023",David Singleton,ATL,-3
2023,"October 16, 2023",Landers Nolley II,NOP,-3
2023,"October 16, 2023",Matthew Hurt,MEM,-3
2023,"October 16, 2023",Vincent Valerio-Bodon,LAL,-3
2023,"October 16, 2023",Damion Baugh,LAL,-3
2023,"October 16, 2023",Javan Johnson,GSW,-3
2023,"October 16, 2023",Kendric Davis,GSW,-3
2023,"October 17, 2023",Matthew Mayer,HOU,-3
2023,"October 17, 2023",Keshawn Justice,UTA,-3
2023,"October 17, 2023",Michael Devoe,UTA,-3
2023,"October 18, 2023",Jaylen Martin,NYK,-3
2023,"October 18, 2023",Drew Timme,MIL,-3
2023,"October 18, 2023",Omari Moore,MIL,-3
2023,"October 18, 2023",Jazian Gortman,MIL,-3
2023,"October 18, 2023",Reid Travis,IND,-3
2023,"October 18, 2023",Darius McGhee,IND,-3
2023,"October 18, 2023",Kyle Mangas,IND,-3
2023,"October 18, 2023",Yuri Collins,GSW,-3
2023,"October 18, 2023",Au'Diese Toney,DEN,-3
2023,"October 18, 2023",Kahlil Whitney,CHI,-3
2023,"October 19, 2023",KJ Williams,OKC,-3
2023,"October 19, 2023",Hunter Maldonado,OKC,-3
2023,"October 19, 2023",Kihei Clark,MIL,-3
2023,"October 20, 2023",Makur Maker,TOR,-3
2023,"October 20, 2023",Jake Stephens,SAC,-3
2023,"October 20, 2023",Dane Goodwin,SAC,-3
2023,"October 20, 2023",George Conditt IV,POR,-3
2023,"October 20, 2023",Jaden Shackelford,OKC,-3
2023,"October 20, 2023",Caleb McConnell,OKC,-3
2023,"October 20, 2023",D.J. Carton,MIN,-3
2023,"October 20, 2023",Bryson Williams,LAL,-3
2023,"October 20, 2023",Bryce Wills,DEN,-3
2023,"October 20, 2023",D.J. Steward,BOS,-3
2023,"October 20, 2023",Reggie Kissoonlal,BOS,-3
2023,"October 20, 2023",James Banks,BOS,-3
2023,"October 20, 2023",John Butler,POR,-3
2023,"October 21, 2023",Gabe Kalscheur,WAS,-3
2023,"October 21, 2023",Isaiah Miller,UTA,-3
2023,"October 21, 2023",Jeff Dowtin,TOR,-3
2023,"October 21, 2023",Kevin Knox,POR,-3
2023,"October 21, 2023",Jared Brownridge,PHI,-3
2023,"October 21, 2023",Daeqwon Plowden,ORL,-3
2023,"October 21, 2023",Tevian Jones,NOP,-3
2023,"October 21, 2023",Javonte Cooke,MIN,-3
2023,"October 21, 2023",David Johnson,MEM,-3
2023,"October 21, 2023",Adonis Arms,MEM,-3
2023,"October 21, 2023",Joey Hauser,LAC,-3
2023,"October 21, 2023",Ryan Turell,DET,-3
2023,"October 21, 2023",Nate Roberts,DET,-3
2023,"October 21, 2023",Devontae Shuler,CLE,-3
2023,"October 21, 2023",Justin Powell,CLE,-3
2023,"October 21, 2023",R.J. Hunter,CHO,-3
2023,"October 21, 2023",Terrell Brown Jr.,CHO,-3
2023,"October 21, 2023",Patrick Gardner,BRK,-3
2023,"October 22, 2023",Omari Moore,TOR,-3
2023,"October 25, 2023",Azuolas Tubelis,PHI,-3
2023,"December 7, 2023",John Butler,WAS,-3
2023,"December 14, 2023",Sir'Jabari Rice,SAS,-3
2023,"December 15, 2023",Justin Lewis,CHI,-3
2023,"December 18, 2023",Kenny Lofton Jr.,MEM,-3
2023,"December 22, 2023",Jaylen Martin,NYK,-3
2023,"December 22, 2023",Miles Norris,ATL,-3
2023,"December 29, 2023",Charles Bediako,SAS,-3
2023,"February 8, 2024",Danuel House,DET,-3
2023,"February 8, 2024",Harry Giles,BRK,-3
2023,"February 9, 2024",Kevin Knox,UTA,-3
2023,"February 29, 2024",Marcus Morris,SAS,-3
2023,"March 1, 2024",Kenny Lofton Jr.,PHI,-3
2023,"March 2, 2024",Nate Mensah,CHO,-3
2023,"March 12, 2024",Taevion Kinsey,UTA,-3
