season_start,date,player_name,team_abv,player_id
2011,"December 13, 2011",Patrick Ewing,NOH,-3
2011,"December 19, 2011",Ron Howard,MIL,-3
2011,"December 22, 2011",Mike Sweetney,BOS,-3
2011,"December 22, 2011",MickaÃ«l PiÃ©trus,PHO,-3
2011,"December 23, 2011",Brian Butch,NOH,-3
2011,"February 7, 2012",Hamady N'Diaye,WAS,-3
2011,"March 19, 2012",J.J. Hickson,SAC,-3
2011,"March 20, 2012",AndrÃ©s Nocioni,PHI,-3
2011,"April 16, 2012",Roger Mason,WAS,-3
2012,"July 12, 2012",Darko MiliÄiÄ,MIN,-3
2012,"October 18, 2012",Brian Butch,UTA,-3
2012,"October 22, 2012",Walker Russell,OKC,-3
2012,"October 24, 2012",Marko JariÄ,CHI,-3
2012,"October 26, 2012",Hamady N'Diaye,SAC,-3
2012,"October 27, 2012",Ronald Murray,MEM,-3
2012,"November 21, 2012",Darko MiliÄiÄ,BOS,-3
2013,"July 7, 2013",MickaÃ«l Gelabale,MIN,-3
2013,"October 2, 2013",Justin Brownlee,NYK,-3
2013,"October 9, 2013",Eric Boateng,LAL,-3
2013,"October 15, 2013",Myck Kabongo,SAS,-3
2013,"October 15, 2013",Brandon Heath,SAC,-3
2013,"October 16, 2013",D'or Fischer,WAS,-3
2013,"October 17, 2013",Ron Howard,IND,-3
2013,"October 21, 2013",Charlie Westbrook,MIA,-3
2013,"October 24, 2013",Trent Lockett,SAC,-3
2013,"October 25, 2013",Khalif Wyatt,PHI,-3
2013,"October 25, 2013",Mac Koshwal,PHI,-3
2013,"October 25, 2013",C.J. Leslie,NYK,-3
2013,"October 25, 2013",Kenny Kadji,CLE,-3
2013,"October 26, 2013",Eric Griffin,MIA,-3
2013,"October 26, 2013",D.J. White,CHI,-3
2013,"October 26, 2013",Mickey McConnell,DAL,-3
2013,"October 27, 2013",Rodney Williams,PHI,-3
2013,"January 6, 2014",Hamady N'Diaye,SAC,-3
2013,"February 22, 2014",Roger Mason,SAC,-3
2013,"April 3, 2014",A.J. Price,MIN,-3
2013,"April 5, 2014",Andris BiedriÅÅ¡,UTA,-3
2014,"July 15, 2014",Mike James,CHI,-3
2014,"September 25, 2014",Chris Johnson,BOS,-3
2014,"October 10, 2014",Dee Bost,UTA,-3
2014,"October 13, 2014",Chris Johnson,MIA,-3
2014,"October 13, 2014",Luke Hancock,MEM,-3
2014,"October 13, 2014",Chris Johnson,MIA,-3
2014,"October 14, 2014",Joe Jackson,PHO,-3
2014,"October 14, 2014",Casey Prather,PHO,-3
2014,"October 16, 2014",Chris Wright,MIL,-3
2014,"October 19, 2014",Stephen Holt,CLE,-3
2014,"October 20, 2014",Josh Bostic,DET,-3
2014,"October 21, 2014",Eric Griffin,DAL,-3
2014,"October 21, 2014",Yuki Togashi,DAL,-3
2014,"October 21, 2014",Christian Watford,BOS,-3
2014,"October 22, 2014",Marcus Williams,DEN,-3
2014,"October 23, 2014",Akil Mitchell,HOU,-3
2014,"October 24, 2014",Tre Bussey,UTA,-3
2014,"October 24, 2014",Justin Cobbs,CHO,-3
2014,"October 24, 2014",Michael Jenkins,OKC,-3
2014,"October 24, 2014",Dallas Lauderdale,CHO,-3
2014,"October 24, 2014",D.J. Mbenga,NYK,-3
2014,"October 24, 2014",Brian Qvale,CHO,-3
2014,"October 24, 2014",Orlando SÃ¡nchez,NYK,-3
2014,"October 24, 2014",Richard Solomon,OKC,-3
2014,"October 24, 2014",D.J. Stephens,NOP,-3
2014,"October 24, 2014",Talib Zanna,OKC,-3
2014,"October 25, 2014",Akeem Richmond,HOU,-3
2014,"October 25, 2014",Geron Johnson,HOU,-3
2014,"October 25, 2014",Robert Vaden,SAS,-3
2014,"October 25, 2014",Fuquan Edwin,SAS,-3
2014,"October 25, 2014",Jordan Vandenberg,NYK,-3
2014,"October 25, 2014",Kadeem Batts,ORL,-3
2014,"October 25, 2014",Aaron Craft,GSW,-3
2014,"October 25, 2014",Drew Crawford,ORL,-3
2014,"October 25, 2014",C.J. Fair,IND,-3
2014,"October 25, 2014",Brady Heslip,MIN,-3
2014,"October 25, 2014",Shawn Jones,MIA,-3
2014,"October 25, 2014",Brock Motum,UTA,-3
2014,"October 25, 2014",Ronald Roberts,PHI,-3
2014,"October 25, 2014",Roscoe Smith,LAL,-3
2014,"October 25, 2014",Mitchell Watt,GSW,-3
2014,"November 1, 2014",A.J. Price,CLE,-3
2014,"November 11, 2014",Nemanja NedoviÄ,GSW,-3
2014,"November 28, 2014",A.J. Price,IND,-3
2014,"November 30, 2014",Patric Young,NOP,-3
2014,"December 12, 2014",Jorge GutiÃ©rrez,PHI,-3
2014,"December 15, 2014",Ronald Roberts,PHI,-3
2014,"December 18, 2014",VÃ­tor Luiz Faverani,BOS,-3
2014,"December 19, 2014",Francisco GarcÃ­a,HOU,-3
2014,"January 7, 2015",A.J. Price,CLE,-3
2014,"January 7, 2015",Glen Rice Jr.,WAS,-3
2014,"January 9, 2015",Tony Mitchell,PHO,-3
2015,"August 10, 2015",Zoran DragiÄ,BOS,-3
2015,"September 18, 2015",Remi Yusuf,HOU,-3
2015,"October 5, 2015",Dan Nwaelele,MEM,-3
2015,"October 7, 2015",Eric Griffin,DET,-3
2015,"October 7, 2015",Jon Horford,MIL,-3
2015,"October 7, 2015",Charlie Westbrook,MIL,-3
2015,"October 7, 2015",Michael Holyfield,MEM,-3
2015,"October 10, 2015",Edgar Sosa,ATL,-3
2015,"October 10, 2015",Arsalan Kazemi,ATL,-3
2015,"October 10, 2015",Michael Dunigan,CLE,-3
2015,"October 12, 2015",Tony Mitchell,GSW,-3
2015,"October 13, 2015",J.J. O'Brien,UTA,-3
2015,"October 13, 2015",Jake Anderson,CHI,-3
2015,"October 13, 2015",Stefhon Hannah,CHI,-3
2015,"October 15, 2015",Corey Webster,NOP,-3
2015,"October 15, 2015",Matt Janning,DEN,-3
2015,"October 15, 2015",Marshall Henderson,SAC,-3
2015,"October 15, 2015",Vince Hunter,SAC,-3
2015,"October 15, 2015",Juwan Staten,GSW,-3
2015,"October 15, 2015",Kyle Casey,PHO,-3
2015,"October 15, 2015",Terrico White,PHO,-3
2015,"October 15, 2015",Mirza BegiÄ,NOP,-3
2015,"October 19, 2015",Corey Hawkins,MIA,-3
2015,"October 20, 2015",Ryan Boatright,BRK,-3
2015,"October 20, 2015",Chris Daniels,BRK,-3
2015,"October 20, 2015",Levi Randolph,BOS,-3
2015,"October 20, 2015",Robert Upshaw,LAL,-3
2015,"October 20, 2015",Michael Frazier,LAL,-3
2015,"October 21, 2015",Youssou Ndoye,SAS,-3
2015,"October 21, 2015",Jorge GutiÃ©rrez,MIL,-3
2015,"October 21, 2015",Deshaun Thomas,SAS,-3
2015,"October 22, 2015",Marcus Simmons,CHI,-3
2015,"October 22, 2015",Jarrid Famous,DAL,-3
2015,"October 22, 2015",Nick Minnerath,CLE,-3
2015,"October 22, 2015",Terran Petteway,ATL,-3
2015,"October 22, 2015",Michael Qualls,OKC,-3
2015,"October 22, 2015",Talib Zanna,OKC,-3
2015,"October 22, 2015",Dez Wells,OKC,-3
2015,"October 22, 2015",Melvin Ejim,ORL,-3
2015,"October 22, 2015",E.J. Singler,UTA,-3
2015,"October 23, 2015",Jordan Bachynski,DET,-3
2015,"October 23, 2015",Darion Atkins,NYK,-3
2015,"October 23, 2015",Travis Trice,NYK,-3
2015,"October 23, 2015",Wesley Saunders,NYK,-3
2015,"October 23, 2015",Chris Walker,HOU,-3
2015,"October 23, 2015",Will Cummings,HOU,-3
2015,"October 23, 2015",Denzel Livingston,HOU,-3
2015,"October 23, 2015",Jonathan Holmes,LAL,-3
2015,"October 23, 2015",D.J. Stephens,CLE,-3
2015,"October 23, 2015",Chris Udofia,GSW,-3
2015,"October 24, 2015",Brandon Ashley,DAL,-3
2015,"October 24, 2015",Sampson Carter,MEM,-3
2015,"October 24, 2015",Mike Cobbins,OKC,-3
2015,"October 24, 2015",Nnanna Egwu,ORL,-3
2015,"October 24, 2015",C.J. Fair,IND,-3
2015,"October 24, 2015",Mustapha Farrakhan,OKC,-3
2015,"October 24, 2015",Tu Holloway,DAL,-3
2015,"October 24, 2015",Kadeem Jack,IND,-3
2015,"October 24, 2015",Jaron Johnson,WAS,-3
2015,"October 24, 2015",Lazeric Jones,MEM,-3
2015,"October 24, 2015",Perry Jones,BOS,-3
2015,"October 24, 2015",Arsalan Kazemi,HOU,-3
2015,"October 24, 2015",Tre Kelley,MIA,-3
2015,"October 24, 2015",Michale Kyser,TOR,-3
2015,"October 24, 2015",Bo McCalebb,NOP,-3
2015,"October 24, 2015",Kleon Penn,MIN,-3
2015,"October 24, 2015",Jaleel Roberts,WAS,-3
2015,"October 24, 2015",Shannon Scott,TOR,-3
2015,"October 24, 2015",Joshua Smith,HOU,-3
2015,"October 24, 2015",Devin Sweetney,DEN,-3
2015,"October 24, 2015",Sam Thompson,CHO,-3
2015,"October 24, 2015",Corey Walden,BOS,-3
2015,"October 24, 2015",Jason Washburn,CHO,-3
2015,"October 24, 2015",Nick Wiggins,MIN,-3
2015,"October 24, 2015",Reggie Williams,SAS,-3
2015,"October 24, 2015",Ronald Roberts,TOR,-3
2015,"October 25, 2015",Ryan Boatright,DET,-3
2015,"October 25, 2015",J.P. Tokoto,PHI,-3
2015,"October 26, 2015",Eric Atkins,UTA,-3
2015,"October 26, 2015",Terran Petteway,IND,-3
2015,"October 26, 2015",Jordan Railey,PHI,-3
2015,"October 26, 2015",Scottie Wilbekin,PHI,-3
2015,"February 18, 2016",Anderson VarejÃ£o,POR,-3
2015,"February 19, 2016",J.J. Hickson,DEN,-3
2015,"March 2, 2016",James Ennis,MEM,-3
2015,"June 29, 2016",Johnny O'Bryant,MIL,-3
2016,"August 31, 2016",Tibor PleiÃ,PHI,-3
2016,"September 17, 2016",Alec Brown,PHO,-3
2016,"September 17, 2016",Tomislav ZubÄiÄ,OKC,-3
2016,"September 17, 2016",Alec Brown,PHO,-3
2016,"September 23, 2016",Marcus Denmon,SAS,-3
2016,"September 29, 2016",Ryan Richards,SAS,-3
2016,"October 1, 2016",Richard Solomon,ATL,-3
2016,"October 4, 2016",Vince Hunter,CHI,-3
2016,"October 9, 2016",Scott Wood,GSW,-3
2016,"October 9, 2016",Elgin Cook,GSW,-3
2016,"October 10, 2016",Gracin Bakumanya,PHO,-3
2016,"October 10, 2016",Derek Cooke,PHO,-3
2016,"October 12, 2016",Zach Auguste,LAL,-3
2016,"October 12, 2016",Julian Jacobs,LAL,-3
2016,"October 13, 2016",Quincy Ford,UTA,-3
2016,"October 17, 2016",Nikola JovanoviÄ,DET,-3
2016,"October 17, 2016",Nick Zeisloft,IND,-3
2016,"October 17, 2016",Stefan JankoviÄ,MIA,-3
2016,"October 18, 2016",Jorge GutiÃ©rrez,BRK,-3
2016,"October 18, 2016",Beau Beech,BRK,-3
2016,"October 18, 2016",Egidijus MockeviÄius,BRK,-3
2016,"October 20, 2016",Andrew Andrews,CHO,-3
2016,"October 20, 2016",Vince Hunter,MEM,-3
2016,"October 20, 2016",Cameron Jones,GSW,-3
2016,"October 20, 2016",Jonathan Holmes,CLE,-3
2016,"October 21, 2016",J.J. Avila,CHI,-3
2016,"October 21, 2016",D'Vauntes Smith-Rivera,CHI,-3
2016,"October 21, 2016",Thomas Walkup,CHI,-3
2016,"October 21, 2016",Shawn Dawson,NOP,-3
2016,"October 21, 2016",J.P. Tokoto,NYK,-3
2016,"October 21, 2016",Johnny O'Bryant,WAS,-3
2016,"October 21, 2016",Kellen Dunham,MEM,-3
2016,"October 22, 2016",Quincy Ford,NOP,-3
2016,"October 22, 2016",Rasheed Sulaimon,CHO,-3
2016,"October 22, 2016",Perry Ellis,CHO,-3
2016,"October 22, 2016",Keith Hornsby,DAL,-3
2016,"October 22, 2016",Jaleel Cousins,DAL,-3
2016,"October 22, 2016",D.J. Stephens,MEM,-3
2016,"October 22, 2016",Vashil Fernandez,MIA,-3
2016,"October 22, 2016",Mamadou N'Diaye,DET,-3
2016,"October 22, 2016",Trey Freeman,DET,-3
2016,"October 22, 2016",Drew Crawford,TOR,-3
2016,"October 22, 2016",Brady Heslip,TOR,-3
2016,"October 22, 2016",E.J. Singler,TOR,-3
2016,"October 22, 2016",Yanick Moreira,TOR,-3
2016,"October 22, 2016",Ramon Galloway,ORL,-3
2016,"October 22, 2016",Chris Johnson,UTA,-3
2016,"October 22, 2016",Livio Jean-Charles,SAS,-3
2016,"October 22, 2016",Jaleel Roberts,MIL,-3
2016,"October 22, 2016",J.J. O'Brien,MIL,-3
2016,"October 22, 2016",Chris Obekpa,GSW,-3
2016,"October 24, 2016",R.J. Hunter,BOS,-3
2016,"October 24, 2016",P.J. Hairston,HOU,-3
2016,"October 24, 2016",Le'Bryan Nash,HOU,-3
2016,"October 24, 2016",Chris Wright,OKC,-3
2016,"October 24, 2016",Kaleb Tarczewski,OKC,-3
2016,"October 24, 2016",Isaiah Cousins,SAC,-3
2016,"November 9, 2016",Greivis VÃ¡squez,BRK,-3
2016,"December 27, 2016",NicolÃ¡s LaprovÃ­ttola,SAS,-3
2016,"December 29, 2016",R.J. Hunter,CHI,-3
2016,"February 3, 2017",Anderson VarejÃ£o,GSW,-3
2016,"February 27, 2017",JosÃ© CalderÃ³n,LAL,-3
2016,"March 1, 2017",Danuel House,WAS,-3
2016,"March 2, 2017",JosÃ© CalderÃ³n,GSW,-3
2016,"April 4, 2017",Prince Ibeh,BRK,-3
2016,"June 20, 2017",Nikola PekoviÄ,MIN,-3
2017,"July 20, 2017",NicolÃ¡s Brussino,DAL,-3
2017,"July 31, 2017",Kevin SÃ©raphin,IND,-3
2017,"September 10, 2017",Jalen Moore,MIL,-3
2017,"September 21, 2017",Bronson Koenig,MIL,-3
2017,"September 22, 2017",JeQuan Lewis,MIL,-3
2017,"September 27, 2017",JaCorey Williams,CLE,-3
2017,"October 1, 2017",Alex Hamilton,GSW,-3
2017,"October 5, 2017",Jeremy Morgan,MEM,-3
2017,"October 5, 2017",Devin Williams,BOS,-3
2017,"October 7, 2017",Taylor Braun,UTA,-3
2017,"October 7, 2017",Kennedy Meeks,TOR,-3
2017,"October 7, 2017",Jordan Mathews,ATL,-3
2017,"October 9, 2017",V.J. Beachem,LAL,-3
2017,"October 10, 2017",LaDontae Henton,LAC,-3
2017,"October 10, 2017",Marcus Williams,SAC,-3
2017,"October 10, 2017",Landry Nnoko,DET,-3
2017,"October 10, 2017",Derek Willis,DET,-3
2017,"October 11, 2017",Jeremy Senglin,BRK,-3
2017,"October 11, 2017",Peter Jok,PHO,-3
2017,"October 11, 2017",Bryce Alford,OKC,-3
2017,"October 11, 2017",Rashawn Thomas,OKC,-3
2017,"October 12, 2017",Daniel Dixon,BOS,-3
2017,"October 12, 2017",Jonathan Holmes,BOS,-3
2017,"October 12, 2017",L.J. Peak,BOS,-3
2017,"October 12, 2017",Andrew White,BOS,-3
2017,"October 12, 2017",Torian Graham,UTA,-3
2017,"October 12, 2017",Akil Mitchell,BRK,-3
2017,"October 13, 2017",Brandon Ashley,DAL,-3
2017,"October 13, 2017",Trevor Thompson,GSW,-3
2017,"October 13, 2017",George de Paula,HOU,-3
2017,"October 13, 2017",Chris Johnson,HOU,-3
2017,"October 13, 2017",Kamari Murphy,BRK,-3
2017,"October 13, 2017",Tidjan Keita,PHO,-3
2017,"October 14, 2017",Kendall Pollard,UTA,-3
2017,"October 14, 2017",Ike Iroegbu,LAC,-3
2017,"October 14, 2017",Danuel House,HOU,-3
2017,"October 14, 2017",Marc Loving,PHI,-3
2017,"October 14, 2017",Andrew Andrews,PHI,-3
2017,"October 14, 2017",Isaac Hamilton,CLE,-3
2017,"October 14, 2017",Davion Berry,TOR,-3
2017,"October 14, 2017",Matt Jones,SAC,-3
2017,"October 14, 2017",James Blackmon,PHI,-3
2017,"October 14, 2017",Damjan RudeÅ¾,ORL,-3
2017,"October 14, 2017",Chris Wright,OKC,-3
2017,"October 14, 2017",Yannis Morin,OKC,-3
2017,"October 14, 2017",Perry Jones,NOP,-3
2017,"October 14, 2017",Melo Trimble,MIN,-3
2017,"October 14, 2017",Tony Mitchell,MIA,-3
2017,"October 14, 2017",Durand Scott,MEM,-3
2017,"October 14, 2017",Bronson Koenig,CHI,-3
2017,"October 14, 2017",Jaylen Johnson,CHI,-3
2017,"October 14, 2017",T.J. Williams,CHO,-3
2017,"October 14, 2017",Luke Petrasek,CHO,-3
2017,"October 14, 2017",Terry Henderson,CHO,-3
2017,"October 15, 2017",Matt Williams,MIA,-3
2017,"October 16, 2017",Wade Baldwin,MEM,-3
2017,"October 16, 2017",Rade Zagorac,MEM,-3
2017,"October 22, 2017",K.J. McDaniels,TOR,-3
2017,"December 8, 2017",NicolÃ¡s Brussino,ATL,-3
2017,"December 17, 2017",Yakuba Ouattara,BRK,-3
2017,"December 21, 2017",Eric Griffin,UTA,-3
2017,"December 31, 2017",Matt Williams,MIA,-3
2017,"January 13, 2018",Vince Hunter,MEM,-3
2017,"February 8, 2018",A.J. Hammons,MIA,-3
2017,"February 8, 2018",Johnny O'Bryant,NYK,-3
2017,"February 26, 2018",Ersan Ä°lyasova,ATL,-3
2017,"March 10, 2018",Mirza TeletoviÄ,MIL,-3
2017,"March 25, 2018",Jaylen Johnson,CHI,-3
2017,"March 26, 2018",C.J. Fair,CHI,-3
2018,"August 9, 2018",Terry Larrier,DAL,-3
2018,"August 17, 2018",R.J. Hunter,HOU,-3
2018,"September 14, 2018",Scoochie Smith,CLE,-3
2018,"September 14, 2018",Isaac Hamilton,CLE,-3
2018,"September 17, 2018",Jordan Barnett,MIL,-3
2018,"September 17, 2018",Brandon McCoy,MIL,-3
2018,"September 18, 2018",Travis Trice,MIL,-3
2018,"September 19, 2018",JaCorey Williams,CLE,-3
2018,"September 20, 2018",Ike Nwamu,MIL,-3
2018,"September 20, 2018",Robert Johnson,MIL,-3
2018,"September 23, 2018",Olivier Hanlan,SAS,-3
2018,"September 24, 2018",Scottie Lindsey,DET,-3
2018,"September 30, 2018",Brandon Austin,SAC,-3
2018,"October 1, 2018",Justin Bibbs,BOS,-3
2018,"October 2, 2018",Tyrius Walker,NYK,-3
2018,"October 2, 2018",Taren Sullivan,SAC,-3
2018,"October 3, 2018",Trey Lewis,UTA,-3
2018,"October 3, 2018",Phillip Carr,NYK,-3
2018,"October 6, 2018",Marcus Lee,MIA,-3
2018,"October 8, 2018",Codi Miller-McIntyre,DAL,-3
2018,"October 8, 2018",Rob Gray,HOU,-3
2018,"October 8, 2018",Joel Berry,LAL,-3
2018,"October 8, 2018",Jeffrey Carroll,LAL,-3
2018,"October 8, 2018",Ismaila Kane,MEM,-3
2018,"October 9, 2018",Nick King,BOS,-3
2018,"October 9, 2018",Jeff Roberson,BOS,-3
2018,"October 9, 2018",Desi Rodriguez,LAC,-3
2018,"October 10, 2018",Bryce Alford,OKC,-3
2018,"October 10, 2018",K.J. McDaniels,OKC,-3
2018,"October 10, 2018",Richard Solomon,OKC,-3
2018,"October 10, 2018",Levi Randolph,CLE,-3
2018,"October 10, 2018",B.J. Johnson,ORL,-3
2018,"October 10, 2018",Ding Yanyuhang,DAL,-3
2018,"October 11, 2018",Jaylen Barford,CHO,-3
2018,"October 11, 2018",Isaiah Wilkins,CHO,-3
2018,"October 11, 2018",Elijah Stewart,IND,-3
2018,"October 11, 2018",Nuni Omot,BRK,-3
2018,"October 11, 2018",Donte Ingram,DAL,-3
2018,"October 12, 2018",Danuel House,GSW,-3
2018,"October 12, 2018",DJ Hogg,PHI,-3
2018,"October 12, 2018",Matt Farrell,PHI,-3
2018,"October 12, 2018",Devin Davis,ORL,-3
2018,"October 12, 2018",John Petrucelli,ORL,-3
2018,"October 12, 2018",Dez Wells,OKC,-3
2018,"October 12, 2018",Abdul Gaddy,OKC,-3
2018,"October 12, 2018",Brandon McCoy,NOP,-3
2018,"October 12, 2018",Alessandro Gentile,HOU,-3
2018,"October 12, 2018",Johnny Hamilton,DET,-3
2018,"October 12, 2018",Mitch Creek,BRK,-3
2018,"October 13, 2018",Shannon Scott,BRK,-3
2018,"October 13, 2018",R.J. Hunter,ATL,-3
2018,"October 13, 2018",C.J. Anderson,ATL,-3
2018,"October 13, 2018",Zach Smith,CHO,-3
2018,"October 13, 2018",Derrick Walton,CHI,-3
2018,"October 13, 2018",Ãngel RodrÃ­guez,HOU,-3
2018,"October 13, 2018",Doral Moore,MEM,-3
2018,"October 13, 2018",Markel Crawford,MEM,-3
2018,"October 13, 2018",Raphiael Putney,MIA,-3
2018,"October 13, 2018",Jonathan Stark,MIN,-3
2018,"October 13, 2018",Garlon Green,NOP,-3
2018,"October 13, 2018",Jeff Coby,NYK,-3
2018,"October 13, 2018",Braian Angola,ORL,-3
2018,"October 13, 2018",Cameron Reynolds,SAC,-3
2018,"October 13, 2018",Isaac Haas,UTA,-3
2018,"October 13, 2018",Jairus Lyles,UTA,-3
2018,"October 13, 2018",Isaiah Cousins,UTA,-3
2018,"October 13, 2018",Tiwian Kendley,WAS,-3
2018,"October 13, 2018",Darin Johnson,PHI,-3
2018,"October 13, 2018",Tim Bond,HOU,-3
2018,"October 13, 2018",William Lee,MIN,-3
2018,"October 13, 2018",Canyon Barry,MIN,-3
2018,"October 13, 2018",Demetrius Denzel-Dyson,IND,-3
2018,"October 13, 2018",Steph Branch,UTA,-3
2018,"October 13, 2018",Oleksandr Kobets,WAS,-3
2018,"October 14, 2018",Ding Yanyuhang,DAL,-3
2018,"October 15, 2018",Alexis AjinÃ§a,LAC,-3
2018,"October 15, 2018",Manu GinÃ³bili,SAS,-3
2018,"October 21, 2018",Ãmer AÅÄ±k,CHI,-3
2018,"December 2, 2018",Billy Preston,CLE,-3
2018,"December 4, 2018",Danuel House,HOU,-3
